"Row" "BootToDesktop" "DesktopToIdle" "BootToIdle"
"18009" 8.69 3.863 49.873
"18010" 9.057 3.15 63.47
"18011" 8.846 176.597 54.583
"18012" 8.48 3.85 68.64
"18013" 8.516 3.72 46.453
"18014" 8.6 3.616 56.753
"18015" 8.233 4.027 48.863
"18016" 8.933 3.4 42.483
"18017" 8.503 3.433 43.323
"18018" 8.457 4.666 44.32
"18019" 8.466 4.22 60.803
"18020" 8.65 3.627 43.637
"18021" 9.787 3.58 48.58
"18022" 11.29 3.587 57.147
"18023" 8.084 3.176 50.207
"18024" 8.62 3.367 56.277
"18025" 9.067 3.46 47.62
"18026" 8.544 3.756 56.617
"18027" 8.76 3.42 54.11
"18028" 8.137 3.21 45.177
"18029" 8.924 4.59 40.627
"18030" 8.42 3.893 43.403
"18031" 8.003 3.227 41.74
"18032" 7.927 3.446 46.99
"18033" 8.606 3.794 61.753
"18034" 10.77 3.574 47.127
"18035" 11.127 3.303 47.897
"18036" 8.063 4.504 50.44
"18037" 8.267 4.99 51.65
"18038" 8.603 3.624 52.75
"18039" 8.743 3.69 44.65
"18040" 8.546 3.817 52.913
"18041" 8.423 3.16 53.86
"18042" 8.393 4.443 53.093
"18043" 8.49 3.703 37.553
"18044" 8.613 3.484 46.76
"18045" 8.62 3.9 43.443
"18046" 8.857 4.146 50.55
"18047" 7.79 3.147 46.34
"18048" 8.414 4.723 50.917
"18049" 8.19 5.076 43.593
"18050" 8.39 3.683 43.213
"18051" 8.617 4.756 53.44
"18052" 8.637 3.48 42.28
"18053" 8.62 4.894 48.867
"18054" 8.663 3.74 54.05
"18055" 8.287 4.213 47.62
"18056" 7.976 4.187 52.003
"18057" 8.267 3.943 45.117
"18058" 8.637 4.68 56.78
"18059" 10.303 4.217 54.32
"18060" 8.18 3.943 52.07
"18061" 9.69 3.95 45.273
"18062" 8.28 4.187 44.547
"18063" 8.223 4.83 44.87
"18064" 8.176 4.09 45.883
"18065" 8.927 4.44 51.03
"18066" 8.32 5.7 58.313
"18067" 8.677 3.44 50.757
"18068" 8.09 3.96 44.287
"18069" 9.226 3.55 51.633
"18070" 10.96 3.437 63.5
"18071" 8.48 3.563 45.023
"18072" 8.144 4.19 51.277
"18073" 7.764 4.403 46.007
"18074" 8.183 5.97 60.253
"18075" 7.96 6.707 44.377
"18076" 8.707 4.703 46.19
"18077" 9.154 5.253 57.257
"18078" 10.847 3.637 45.937
"18079" 8.633 3.714 43.11
"18080" 8.79 5.696 47.373
"18081" 8.353 4.1 58.503
"18082" 9.58 3.573 44.87
"18083" 10.447 3.74 47.167
"18084" 10.45 3.74 45.043
"18085" 7.69 4.736 41.993
"18086" 8.164 4.41 48.737
"18087" 8.197 5.163 47.55
"18088" 8.703 5.537 44.513
"18089" 9.2 4.437 56.63
"18090" 8.48 3.937 42.27
"18091" 8.387 5.656 50.81
"18092" 7.957 3.303 53.09
"18093" 9.333 5.057 48.913
"18094" 8.13 3.95 48.37
"18095" 9.836 3.417 52.293
"18096" 9.07 3.417 47.97
"18097" 8.463 3.844 48.14
"18098" 8.54 3.49 44.963
"18099" 7.844 4.163 43.177
"18100" 8.163 6.034 45.41
"18101" 8.773 3.357 40.183
"18102" 8.256 3.807 53.713
"18103" 8.856 3.53 50.443
"18104" 8.714 3.543 54.257
"18105" 8.83 3.28 59.693
"18106" 8.033 5.544 53.13
"18107" 8.58 3.626 60.873
"18108" 8.256 3.697 64.873
"18109" 9.047 3.483 44.5
"18110" 8.61 3.633 47.76
"18111" 8.41 3.903 55.783
"18112" 9.08 4.47 42.55
"18113" 8.644 3.516 51.017
"18114" 8.203 5.157 64.28
"18115" 8.03 3.763 43.073
"18116" 8.927 3.97 46.68
"18117" 7.877 7.136 14.07
"18118" 8.524 3.473 50.037
"18119" 8.81 3.433 53.26
"18120" 8.576 4.847 50.533
"18121" 9.124 3.93 52.967
"18122" 8.02 177.21 35.683
"18123" 8.88 4.21 58.717
"18124" 10.483 3.587 52.953
"18125" 8.32 3.79 47.687
"NA.679" NA NA NA
"18127" 9.067 3.997 49.457
"18128" 10.323 3.294 44.15
"18129" 8.43 5.453 43.24
"18130" 8.577 4.183 53.767
"18131" 9.324 3.09 54.677
"18132" 7.803 3.324 39.53
"18133" 9.117 3.476 55.89
"18134" 9.083 3.317 61.85
"18135" 8.06 3.177 41.92
"18136" 8.42 3.487 50.877
"18137" 9.09 3.497 47.53
"18138" 8.834 4.263 65.327
"18139" 11.123 3.92 53.51
"18140" 8.657 3.573 54.73
"18141" 8.73 3.644 54.237
"18142" 8.67 4.653 64.943
"18143" 9.017 4.387 56.707
"18144" 7.587 3.756 44.97
"18145" 8.343 3.73 51.213
"18146" 8.03 3.844 42.347
"18147" 8.547 3.643 46.077
"18148" 10.18 3.473 49.08
"18149" 8.87 3.403 48.75
"18150" 8.46 5.056 42.603
"18151" 8.837 4.583 58.08
"18152" 8.68 3.214 43.387
"18153" 9.097 3.153 43.73
"18154" 9.577 4.166 46.42
"18155" 8.38 3.637 55.837
"18156" 8.807 3.5 56.02
"18157" 8.864 3.353 47.187
"18158" 8.677 4.136 50.23
"18159" 8.29 3.843 46.593
"18160" 8.216 4.867 54.753
"18161" 9.086 4.037 57.843
"18162" 8.883 3.31 48.473
"18163" 8.26 3.91 42.923
"18164" 8.623 3.64 46.733
"18165" 8.736 3.517 48.783
"18166" 8.747 3.407 48.437
"18167" 8.86 3.473 44.51
"18168" 8.883 3.233 54.383
"18169" 9.11 3.947 46.17
"18170" 8.927 3.24 66.71
"18171" 8.13 5.653 40.81
"18172" 8.754 3.516 55.907
"18173" 8.777 176.653 48.807
"18174" 8.883 3.35 53.19
"18175" 8.417 3.586 39.94
"18176" 8.623 3.64 44.383
"18177" 8.717 3.473 45.32
"18178" 8.97 3.323 39.38
"18179" 9.196 3.32 43.883
"18180" 8.527 3.733 49.337
"18181" 8.347 4.027 48.507
"18182" 9.156 4.26 58.683
"18183" 8.484 3.666 41.317
"18184" 8.067 3.9 44.547
"18185" 8.903 3.58 43.053
"18186" 8.817 3.436 42.73
"18187" 9.174 3.066 50.837
"18188" 9.137 4.05 47.05
"18189" 8.84 3.277 44.18
"18190" 9.027 5.343 55.09
"18191" 8.784 3.463 45.577
"18192" 9.5 3.667 41.5
"18193" 9.81 3.6 48.99
"18194" 8.66 5.47 47.39
"18195" 8.743 3.567 46.54
"18196" 7.88 4.117 52.637
"18197" 9.213 4.127 43.13
"18198" 8.673 4.494 49.26
"18199" 8.74 3.857 47.017
"18200" 9.067 3.233 39.897
"18201" 8.7 4.587 45.78
"18202" 8.767 3.526 47.77
"18203" 8.453 3.587 46.17
"18204" 8.32 4.384 41.587
"18205" 9.467 3.69 44.55
"18206" 9.133 3.644 42.55
"18207" 8.687 3.486 39.89
"18208" 8.253 4.38 46.05
"18209" 8.39 3.724 42.497
"18210" 8.6 3.486 45.183
"18211" 9.16 3.597 66.327
"18212" 8.447 4.03 47.457
"18213" 8.32 4.016 46.763
"18214" 8.57 3.36 45.563
"18215" 8.503 3.64 43.713
"18216" 9.994 3.616 46.857
"18217" 10.136 4.134 44.803
"18218" 9.203 4.11 43.583
"18219" 8.55 3.787 44.517
"18220" 8.88 4.063 47.343
"18221" 8.806 3.457 41.903
"18222" 9.614 3.406 45.107
"18223" 8.523 3.39 48.213
"18224" 8.927 3.6 47.69
"18225" 8.57 3.713 45.533
"18226" 9.607 3.643 39.81
"18227" 9.444 3.913 41.607
"18228" 8.59 4.06 47.067
"18229" 9.016 4.074 43.923
"18230" 9.423 3.737 50.21
"18231" 8.78 3.534 48.287
"18232" 8.463 3.507 53.293
"18233" 9.4 6.127 47.35
"18234" 8.92 3.393 42.573
"18235" 9.177 3.243 42.357
"18236" 8.786 3.327 60.623
"18237" 8.757 4.316 55.01
"18238" 8.18 3.95 52.237
"18239" 9.9 4.18 46.477
"18240" 10.303 3.94 46.083
"18241" 10.367 3.956 49.79
"18242" 8.85 4.373 56.613
"18243" 7.996 3.614 50.413
"18244" 9.63 5.707 47.9
"18245" 8.457 3.983 48.61
"18246" 9.803 3.307 50.753
"18247" 8.24 4.877 42.667
"18248" 9.023 3.343 52.163
"18249" 8.417 3.567 41.827
"18250" 8.753 3.16 51.91
"18251" 7.793 4.44 40.14
"NA.680" NA NA NA
"18253" 8.677 176.663 47.06
"18254" 9.077 4.04 55.02
"18255" 8.87 3.677 52.047
"18256" 8.087 5.93 50.61
"18257" 8.617 4.03 52.8
"18258" 8.784 3.453 46.457
"18259" 9.006 3.367 54.453
"18260" 9.007 3.177 41.767
"18261" 8.48 4.737 44.17
"18262" 8.69 3.243 41.27
"18263" 8.61 3.273 44.82
"18264" 8.427 3.463 38.41
"18265" 8.407 4.11 51.367
"18266" 8.547 3.703 45.727
"18267" 8.5 4.007 46.39
"18268" 8.393 4.87 41.08
"18269" 9.823 3.44 47.563
"18270" 8.993 3.344 41.9
"18271" 8.76 4.453 39.123
"18272" 8.84 4.486 44.593
"18273" 9.137 3.493 52.897
"18274" 7.943 3.357 51.073
"18275" 8.607 3.393 47.45
"18276" 8.33 3.633 43.113
"18277" 8.74 3.247 41.89
"18278" 8.813 3.467 42.04
"18279" 8.834 3.483 51.847
"18280" 8.954 3.493 48.067
"18281" 9.203 176.27 53.173
"18282" 8.53 4.67 45.05
"18283" 9.443 3.907 45.29
"18284" 8.64 3.436 43.073
"18285" 8.184 3.936 48.167
"18286" 8.374 3.706 44.957
"18287" 8.694 3.52 50.027
"18288" 8.284 4.213 43.567
"18289" 8.844 3.43 47.347
"18290" 8.57 5.867 42.39
"18291" 8.897 3.43 42.61
"18292" 10.187 3.953 50.12
"18293" 9.373 5.91 49.763
"18294" 8.817 3.41 45.847
"NA.681" NA NA NA
"18296" 8.33 3.99 43.877
"18297" 9.813 3.434 45.42
"18298" 8.753 3.314 51.12
"18299" 9.96 4.293 47.333
"18300" 9.273 4.74 57.94
"18301" 8.543 4.677 46.353
"18302" 8.707 3.51 52.37
"18303" 9.274 4.006 46.877
"18304" 519.524 3.3 553.417
"18305" 8.973 3.107 43.343
"18306" 8.607 3.643 48.89
"18307" 9.933 3.287 44.663
"18308" 8.877 4.32 51.12
"18309" 8.08 4.283 42.883
"18310" 8.543 4.75 45.323
"18311" 9.89 3.59 46.597
"18312" 9.02 3.416 49.683
"18313" 8.737 3.226 41.71
"18314" 9.316 4.51 59.663
"18315" 8.546 3.85 50.593
"18316" 8.647 3.733 41.287
"18317" 8.836 3.147 52.343
"18318" 9.187 4.293 48.4
"18319" 9.36 3.816 49.383
"18320" 10.367 3.363 54.03
"18321" 8.333 4.72 47.4
"18322" 9.447 3.063 59.55
"18323" 8.63 3.723 54.923
"18324" 9.856 3.564 43.253
"18325" 10.734 3.473 51.527
"18326" 8.566 3.3 42.183
"18327" 8.997 5.377 41.917
"18328" 9.14 4.167 58.417
"18329" 8.69 3.483 41.593
"18330" 9.72 3.644 45.467
"18331" 8.876 3.397 52.193
"18332" 8.633 3.33 68.433
"18333" 10.16 4.093 46.33
"18334" 9.266 3.184 51.393
"18335" 8.976 3.447 57.373
"18336" 9.253 3.853 40.093
"18337" 9.017 3.307 51.407
"18338" 9.907 3.683 56.54
"18339" 8.74 3.98 47.29
"18340" 9.464 3.74 56.247
"18341" 9.737 3.773 41.56
"18342" 8.307 3.696 50.21
"18343" 9.064 3.176 44.147
"18344" 8.784 3.4 42.327
"18345" 9.094 3.243 46.237
"18346" 8.07 4.144 42.317
"18347" 8.847 3.27 50.31
"18348" 8.354 3.81 48.527
"18349" 8.767 3.903 53.007
"18350" 7.577 3.577 51.817
"18351" 8.067 3.98 39.02
"18352" 8.583 3.724 44.45
"18353" 8.783 3.137 46.43
"18354" 9.286 3.997 55.163
"18355" 8.533 3.564 46.4
"18356" 7.85 177.44 45.947
"18357" 8.11 3.16 50.347
"18358" 8.787 3.48 46.08
"18359" 9.07 3.24 53.153
"18360" 8.026 5.027 40.403
"18361" 8.484 4.486 56.947
"18362" 10.25 3.367 41.457
"18363" 9.07 3.817 43.13
"18364" 9.897 3.57 53.95
"18365" 11.15 4.124 58.187
"18366" 7.92 3.923 49.033
"18367" 8.023 4.127 52.43
"18368" 8.627 3.6 45.72
"NA.682" NA NA NA
"NA.683" NA NA NA
"18371" 8.776 3.754 48.093
"18372" 8.6 5.04 48.343
"18373" 8.6 3.886 42.323
"18374" 9.04 4.446 45.493
"18375" 9.34 4 45.427
"18376" 8.136 5.344 45.843
"18377" 8.607 3.603 55.037
"18378" 8.08 4.027 39.317
"18379" 8.167 4.026 44.75
"18380" 8.813 5.387 53.91
"18381" 8.327 4.006 49.27
"18382" 8.407 3.83 52.16
"18383" 8.553 3.687 49.96
"18384" 8.817 3.383 52.137
"18385" 8.263 3.764 53.66
"18386" 8.786 3.594 53.103
"18387" 8.517 3.737 50.957
"18388" 8.3 4.873 47.02
"18389" 8.663 4.74 46.423
"18390" 8.577 4.603 50.307
"18391" 8.163 3.92 45.533
"18392" 8.664 3.533 41.567
"18393" 8.92 4.307 39.577
"18394" 8.587 3.703 43.88
"18395" 8.217 3.893 41.58
"18396" 8.767 3.423 50.46
"18397" 8.92 176.543 54.11
"18398" 8.344 4.81 48.007
"18399" 11.28 3.78 71.28
"18400" 8.847 3.407 41.547
"18401" 7.9 4.143 47.14
"18402" 8.893 4.58 59.873
"18403" 8.647 4.663 48.677
"18404" 8.51 3.687 42.55
"18405" 8.237 177.23 51.327
"18406" 8.89 3.33 47.783
"18407" 8.89 3.31 52.157
"18408" 8.28 4.993 52.163
"18409" 8.33 3.367 51.54
"18410" 8.064 3.016 46.337
"18411" 8.407 4.033 46.6
"18412" 8.737 5.443 54.42
"18413" 7.707 3.503 50.687
"18414" 8.303 5.973 51.323
"18415" 8.813 3.507 43.413
"18416" 9.423 3.893 42.013
"18417" 8.597 3.703 46.157
"18418" 8.213 3.77 48.373
"18419" 8.663 3.5 52.3
"18420" 8.113 6.03 42.743
"18421" 8.807 3.443 45.59
"18422" 8.894 3.213 41.567
"NA.684" NA NA NA
"18424" 8.91 3.413 47.213
"18425" 8.894 3.426 49.797
"18426" 8.247 3.836 41.8
"18427" 8.683 5.334 45.6
"18428" 8.944 3.66 55.287
"18429" 9.057 3.85 42.65
"18430" 9.026 4.394 46.343
"18431" 8.703 3.87 53.113
"18432" 8.973 3.484 49.64
"18433" 8.857 3.34 48.53
"18434" 9.537 3.873 54.77
"18435" 9.494 3.713 39.777
"18436" 8.407 3.733 54.2
"18437" 8.133 4.087 43.2
"18438" 8.29 3.79 47.22
"18439" 8.713 3.613 45.913
"18440" 8.867 3.323 54.937
"18441" 11.27 3.76 68
"18442" 8.457 3.81 48.83
"NA.685" NA NA NA
"18444" 8.843 3.483 42.473
"18445" 8.277 3.873 46
"18446" 9.717 3.58 50.077
"18447" 8.356 3.694 42.453
"18448" 8.47 3.536 45.593
"18449" 8.964 3.436 43.217
"18450" 8.253 3.87 49.27
"18451" 9.2 2.973 49.633
"18452" 8.67 3.44 39.917
"18453" 8.223 3.843 40.633
"18454" 9.643 3.627 44.77
"18455" 9.92 3.543 56.373
"18456" 8.817 4.486 41.73
"18457" 8.43 3.75 48.133
"18458" 8.707 3.473 49.23
"18459" 8.447 3.87 55.63
"18460" 8.327 3.743 47.62
"18461" 8.713 3.404 49.99
"18462" 8.913 3.274 50.99
"18463" 9.55 4.063 41.613
"18464" 8.91 3.513 51.95
"18465" 8.863 3.65 46.583
"18466" 8.793 3.287 41.083
"18467" 9.607 3.696 56.66
"18468" 8.096 3.937 42.243
"18469" 8.203 3.87 45.433
"18470" 8.33 3.847 48.397
"18471" 8.743 3.693 40.823
"18472" 8.57 3.483 40.07
"18473" 8.597 4.803 43.98
"18474" 8.324 3.633 43.377
"18475" 8.443 3.623 50.163
"18476" 9.847 3.447 50.627
"18477" 8.187 3.093 46.17
"18478" 9.9 4.523 47.56
"18479" 9.913 3.58 47.19
"18480" 8.613 3.944 40.16
"18481" 9.133 3.913 58.523
"18482" 10.236 4.194 45.553
"18483" 9.336 3.984 40.813
"18484" 9.014 3.37 57.017
"18485" 10.023 3.644 51.92
"18486" 8.783 3.424 51.51
"18487" 9.767 3.48 41.127
"18488" 8.424 5.576 43.177
"18489" 9.587 4.383 47.287
"18490" 8.233 3.127 48
"18491" 8.51 4.68 50.553
"18492" 8.824 3.4 49.127
"18493" 8.68 3.34 52.72
"18494" 9.787 3.42 52.937
"18495" 8.757 3.23 41.39
"18496" 8.97 3.83 49.727
"18497" 8.654 3.57 40.927
"18498" 8.56 3.446 43.233
"18499" 8.846 3.644 51.413
"18500" 9.136 3.344 46.263
"18501" 8.807 3.286 50.01
"18502" 8.363 3.763 47.893
"18503" 9.97 3.903 46.883
"18504" 8.55 4.534 53.577
"18505" 8.437 3.78 58.507
"18506" 9.153 3.36 49.633
"18507" 8.677 3.236 51.08
"18508" 27.003 9.924 38.27
"18509" 9.854 3.433 51.697
"18510" 8.94 3.367 43.037
"18511" 8.11 3.046 48.533
"18512" 8.32 4.147 47.497
"18513" 8.69 4.86 48.91
"18514" 8.587 3.693 58.717
"18515" 8.64 3.297 49.557
"18516" 8.5 3.876 42.893
"18517" 8.863 3.523 50.703
"18518" 8.583 3.464 50.12
"18519" 9.33 3.547 44.41
"18520" 8.613 3.39 41.423
"18521" 9.727 3.673 43.267
"18522" 8.99 3.413 62.56
"18523" 8.934 4.05 50.367
"18524" 9.527 3.757 48.837
"18525" 9.606 3.67 54.853
"NA.686" NA NA NA
"18527" 9.87 3.66 49.787
"18528" 8.927 3.083 47.617
"NA.687" NA NA NA
"18530" 9.263 3.177 50.69
"18531" 10.29 5.03 54.19
"18532" 9.503 3.637 48.17
"18533" 9.897 3.62 65.64
"18534" 9.504 4.14 46.707
"18535" 9.91 176.65 44.23
"18536" 36.903 23.844 57.73
"18537" 10.723 3.504 47.66
"18538" 9.727 3.91 44.23
"18539" 9.957 3.56 49.597
"18540" 9.73 3.636 41.283
"18541" 9.733 3.924 51.03
"18542" 9.98 4.396 45.903
"18543" 9.816 3.63 44.583
"18544" 8.983 3.583 58.213
"18545" 11.263 3.834 60.44
"18546" 10.284 3.446 60.477
"18547" 10.377 4.013 75.657
"18548" 10.833 4.047 56.423
"18549" 10.177 175.873 69.68
"18550" 9.897 3.593 57.977
"18551" 10.024 3.49 49.597
"18552" 9.73 3.464 59.177
"18553" 9.75 3.55 43.71
"18554" 9.197 4.083 42.68
"18555" 9.607 4.257 42.177
"18556" 9.24 3.977 50.15
"18557" 10.56 4.063 53.573
"18558" 10.3 4.853 48.48
"18559" 9.903 3.537 41.41
"18560" 9.067 4.733 57.49
"18561" 8.357 3.843 46.66
"18562" 9.084 3.096 49.787
"18563" 8.37 4.844 41.937
"18564" 9.994 3.406 45.837
"18565" 9.91 3.52 46.243
"18566" 10.33 4.087 55.25
"18567" 9.723 3.62 44.133
"18568" 9.386 3.9 45.233
"18569" 10.36 3.857 45.87
"18570" 8.823 4.53 54.883
"18571" 9.823 4.02 55.97
"18572" 9.26 4.036 49.893
"18573" 8.894 3.296 52.777
"18574" 10.23 4.02 50.81
"18575" 10.297 3.147 58.447
"18576" 9.024 3.213 52.627
"18577" 8.35 3.633 42.163
"18578" 9.36 4.093 45.963
"18579" 10.613 4.437 56.623
"18580" 8.727 3.19 52.797
"18581" 10.373 3.927 58.213
"18582" 9.483 3.63 54.35
"18583" 9.943 4.007 46.043
"18584" 10.08 4.053 46.033
"18585" 9.29 3.723 54.173
"18586" 9.584 3.913 43.837
"18587" 9.797 3.567 44.207
"18588" 9.09 4.22 52.767
"18589" 8.913 3.167 52.283
"18590" 9.373 4.057 43.24
"18591" 9.093 3.92 44.753
"18592" 8.767 5.457 47.717
"18593" 10.617 3.74 56.22
"18594" 8.893 4.02 43.683
"18595" 9.957 3.63 44.32
"18596" 9.77 3.806 54.373
"18597" 9.863 3.563 46.733
"18598" 8.48 4.863 47.733
"18599" 80.983 7.65 99.163
"18600" 8.677 5.777 51.737
"18601" 9.79 4.4 50.253
"18602" 9.916 4.034 56.483
"18603" 9.027 3.32 49.12
"18604" 9.48 3.847 41.84
"18605" 9.074 3.253 44.817
"18606" 9.937 3.71 42.797
"18607" 10.36 3.393 48.843
"18608" 9.197 3.98 45.91
"18609" 9.986 3.847 57.483
"18610" 10.267 3.963 43.2
"18611" 9.836 3.857 45.353
"18612" 9.747 4.09 60.1
"18613" 9.907 3.98 46.44
"18614" 8.62 3.647 53.577
"18615" 9.273 3.863 63.503
"18616" 10.313 4.03 60.67
"18617" 10.244 4.006 54.177
"18618" 9.373 4.087 55.04
"18619" 8.746 4.41 49.303
"18620" 9.277 3.106 44.82
"18621" 10.117 3.576 51.98
"18622" 8.99 3.11 44.483
"18623" 8.896 3.48 62.443
"18624" 9.714 3.6 47.947
"18625" 5.393 8.14 12.74
"18626" 8.597 3.617 47.317
"18627" 10.073 3.36 44.523
"18628" 9.4 3.957 65.217
"18629" 10.427 3.863 53.987
"18630" 8.8 3.496 55.233
"18631" 8.824 3.31 42.587
"18632" 8.856 3.317 44.393
"18633" 9.294 3.126 41.237
"18634" 8.91 3.453 53.673
"18635" 8.07 9 17.253
"18636" 117.316 17.854 132.583
"18637" 8.514 3.663 57.967
"18638" 7.624 3.476 54.257
"18639" 9.42 3.84 60.303
"18640" 8.81 4.607 53.21
"18641" 8.99 4.19 46.22
"18642" 9.017 3.36 44.25
"18643" 8.93 4.007 52.377
"18644" 10.057 3.333 53.72
"18645" 9.847 3.473 46.647
"18646" 9.516 3.71 44.023
"18647" 82.073 7.424 100.52
"18648" 9.613 3.637 65.45
"18649" 82.866 6.587 101.563
"18650" 10.026 3.947 47.803
"18651" 9.51 4.69 50.857
"18652" 10.847 3.506 45.6
"18653" 7.823 5.467 14.72
"18654" 8.58 3.557 53.08
"18655" 8 5 41.54
"18656" 8.806 3.317 55.483
"18657" 8.593 176.754 41.81
"18658" 8.57 177.01 75.25
"18659" 15.273 25.25 40.593
"18660" 23.66 7.037 30.487
"18661" 8.997 3.236 52.78
"18662" 8.846 4.517 45.203
"18663" 11.05 3.783 42.85
"18664" 9.05 3.943 40.34
"18665" 8.47 3.417 55.34
"18666" 8.156 3.9 56.873
"18667" 8.967 4.503 57.13
"18668" 8.39 176.8 38.48
"18669" 8.913 5.54 47.323
"NA.688" NA NA NA
"18671" 8.943 3.144 52.55
"18672" 8.243 9.047 16.4
"18673" 9.78 3.63 53.727
"18674" 8.697 3.43 40.51
"18675" 8.45 5.653 48.63
"18676" 84.277 7.263 102.557
"18677" 76.343 5.997 91.243
"18678" 8.703 4.73 59.46
"18679" 8.523 4.717 54.49
"18680" 8.413 3.52 61.11
"18681" 8.573 4.727 45.92
"18682" 8.567 3.58 47.637
"18683" 15.75 9.203 38.39
"18684" 9.226 4.034 53.903
"18685" 12.327 9.277 19.907
"18686" 8.746 4.49 52.893
"18687" 8.823 4.67 44.12
"18688" 9.48 3.937 53.24
"18689" 11.256 8.614 19.513
"18690" 10.31 3.453 45.383
"18691" 8.37 3.654 53.477
"18692" 8.33 3.743 61.03
"18693" 51.93 6.497 68.32
"18694" 9.254 4.06 43.507
"18695" 11.31 177.32 50.26
"18696" 9.677 3.703 49.63
"18697" 9.46 3.487 43.21
"NA.689" NA NA NA
"18699" 9.21 4.036 53.943
"18700" 8.464 3.85 43.037
"18701" 9.873 177.85 47.073
"NA.690" NA NA NA
"18703" 9.333 3.777 46.25
"18704" 9.12 3.507 48.53
"18705" 9.183 5.653 48.703
"18706" 11.094 3.653 76.227
"18707" 8.79 5.844 47.277
"18708" 8.897 3.813 55.83
"18709" 8.81 3.593 43.663
"18710" 9.933 4.837 51.11
"18711" 9.617 3.836 48.11
"18712" 8.41 3.937 43.49
"18713" 8.25 3.776 47.963
"NA.691" NA NA NA
"18715" 9.244 3.926 42.927
"18716" 10.94 3.55 46.3
"18717" 8.19 3.797 42.817
"18718" 10.163 4.093 42.753
"18719" 8.353 4.064 40.88
"18720" 8.767 3.397 49.077
"18721" 8.85 3.26 52.327
"18722" 9.06 3.247 54.15
"18723" 9.18 4.02 54.19
"18724" 8.86 3.497 60.897
"18725" 8.027 4.3 42.207
"18726" 9.087 3.96 42.31
"18727" 8.49 3.663 49.56
"18728" 9.49 3.793 47.973
"18729" 10.76 3.38 42.27
"18730" 9.566 3.554 45.783
"18731" 10.066 3.557 47.263
"18732" 9.91 3.36 44.68
"18733" 8.89 176.477 48.95
"18734" 9.8 177.06 55.823
"18735" 9.684 3.723 43.867
"18736" 9.033 6.18 47.73
"18737" 8.857 3.223 43.74
"18738" 9.367 3.6 45.24
"18739" 9.097 3.43 49.2
"18740" 8.913 3.337 40.2
"18741" 8.783 3.477 52.7
"18742" 29.67 6.304 46.787
"18743" 9.31 4.2 41.48
"18744" 9.097 5.683 51.03
"18745" 9.116 4.304 49.803
"18746" 10.087 3.85 57.037
"18747" 66.547 6.456 78.82
"18748" 9.473 6.194 47.72
"18749" 37.333 4.04 75.453
"18750" 8.87 3.5 43.16
"18751" 8.68 3.676 44.303
"18752" 9.113 3.28 40.513
"18753" 7.73 3.643 45.683
"18754" 8.837 4.083 43.147
"18755" 9.177 3.93 42.747
"18756" 9.587 3.486 59.15
"18757" 10.016 3.687 45.813
"18758" 10.444 3.82 45.757
"18759" 8.916 4.39 44.573
"18760" 10.57 3.803 47.203
"18761" 8.45 12.6 21.197
"18762" 9.4 3.79 52.41
"18763" 39.39 4.363 89.9
"18764" 8.947 3.29 51.15
"18765" 9.66 3.824 62.497
"18766" 9.093 3.904 46.75
"18767" 9.593 6.123 52.043
"18768" 8.81 3.63 43.233
"18769" 9.02 4.06 42.52
"18770" 9.146 3.957 53.433
"18771" 8.703 3.527 50.013
"18772" 8.607 4.617 54.467
"18773" 8.553 5.253 40.063
"18774" 9.243 3.96 54.173
"18775" 8.773 3.28 44.503
"18776" 9.44 3.52 50.72
"18777" 8.77 176.54 52.563
"18778" 84.313 7.477 97.29
"18779" 9.06 3.767 44.667
"18780" 12.823 11.05 22.023
"18781" 11.25 3.41 43.44
"18782" 8.85 3.764 49.597
"18783" 9.116 4.167 49.043
"18784" 8.677 3.316 41.71
"18785" 8.713 3.37 50.72
"18786" 8.543 3.48 50.7
"18787" 8.747 3.33 63.147
"18788" 8.567 4.67 53.98
"18789" 9.01 4.147 45.63
"18790" 8.883 3.96 49.153
"NA.692" NA NA NA
"18792" 7.907 3.39 43.787
"18793" 8.61 4.696 46.243
"18794" 9.377 3.85 50.85
"18795" 9.433 3.64 58
"18796" 8.724 4.463 49.357
"18797" 29.327 6.483 46.44
"18798" 24.797 12.687 36.967
"18799" 8.253 6.193 53.253
"18800" 9.303 3.747 43.273
"18801" 10.284 4.19 58.457
"18802" 8.43 3.91 50.34
"18803" 8.826 4.197 48.573
"18804" 9 3.726 60.873
"18805" 8.007 6.173 53.49
"18806" 8.9 3.117 40.277
"18807" 9.05 3.5 40.493
"18808" 9.007 3.953 56.57
"18809" 8.284 3.866 44.477
"18810" 10.037 4.19 52.21
"18811" 8.15 3.79 52.6
"18812" 8.324 4.983 42.877
"18813" 8.7 3.813 48.9
"18814" 8.823 4.387 41.813
"18815" 10.264 3.903 44.007
"18816" 8.044 3.216 53.117
"18817" 8.253 3.8 50.5
"18818" 9.576 3.15 45.913
"18819" 8.653 3.463 58.683
"18820" 83.093 6.33 100.4
"18821" 8.967 4.153 51.4
"18822" 20.017 11.51 31.727
"18823" 8.92 3.36 49.93
"18824" 8.557 3.836 41.55
"18825" 8.193 3.827 52.723
"18826" 9.137 5.233 41.447
"18827" 9.01 3.43 43.54
"18828" 9.68 4.016 41.443
"18829" 9.986 4.06 44.303
"18830" 9.503 3.707 44.283
"18831" 8.987 3.96 42.8
"18832" 9.283 5.527 44.32
"18833" 8.786 5.54 59.713
"NA.693" NA NA NA
