"Row" "BootToDesktop" "DesktopToIdle" "BootToIdle"
"18835" 8.2 3.783 44.613
"18836" 9.744 3.436 43.167
"18837" 10.677 3.676 46.33
"18838" 9.156 4.02 48.343
"18839" 9.13 4.084 48.257
"18840" 9.337 3.803 49.51
"18841" 9.217 3.933 44.88
"18842" 9.997 3.216 54.21
"18843" 9.384 4.003 44.797
"18844" 8.354 5.8 55.027
"18845" 8.804 6.393 57.257
"18846" 71.43 6.87 84.797
"18847" 9.007 3.4 46.93
"18848" 8.74 4.546 49.223
"18849" 8.694 5.756 54.767
"18850" 9.04 4.4 41.293
"18851" 9.216 3.484 44.323
"18852" 9.413 3.94 57.603
"18853" 8.263 3.837 49.88
"18854" 8.803 3.45 52.163
"18855" 8.953 4.023 51.863
"18856" 8.957 3.276 48.53
"18857" 9.88 3.53 53.53
"18858" 8.76 4.447 48.44
"18859" 8.256 3.677 47.543
"18860" 8.947 3.606 40.99
"18861" 80.167 7.51 97.37
"18862" 8.883 3.437 42.7
"18863" 8.753 3.867 56.41
"18864" 8.783 5.697 44.49
"18865" 9.577 3.323 62.27
"18866" 9.2 3.943 50.42
"18867" 8.296 4.694 43.263
"18868" 9.93 4.973 52.11
"18869" 8.93 4.197 41.53
"18870" 9.584 3.543 47.217
"18871" 8.507 4.123 48.25
"18872" 8.573 3.74 43.81
"18873" 9.673 3.647 56.55
"18874" 9.023 4.064 53.77
"18875" 9.166 3.324 41.953
"18876" 10.163 3.8 43.64
"18877" 9.153 4.213 54.893
"18878" 8.93 4.576 45.943
"18879" 8.604 5.14 43.457
"18880" 8.36 3.027 41.88
"18881" 8.954 3.46 43.997
"18882" 18.35 9.96 28.08
"18883" 8.153 4.04 42.783
"18884" 9.467 176.127 38.837
"18885" 8.973 3.29 54.723
"18886" 8.727 4.483 53.797
"18887" 9.063 6.14 49.83
"18888" 84.907 6.153 101.57
"18889" 9.337 4.033 40.25
"18890" 8.693 3.367 42.623
"18891" 9.27 3.14 40.523
"18892" 8.616 3.457 37.883
"18893" 8.543 4.85 51.58
"18894" 8.883 3.69 68.45
"18895" 9.06 4.04 53.12
"18896" 8.504 4.563 50.847
"18897" 8.847 4.523 40.99
"18898" 8.28 3.887 51.39
"18899" 9.66 3.603 50.58
"18900" 8.767 3.23 50.297
"18901" 8.016 4.187 58.763
"18902" 8.677 5.87 43.65
"18903" 9.144 4.243 49.927
"18904" 9.05 3.57 46.133
"18905" 13.147 10.08 23.95
"18906" 81.17 6.356 101.153
"18907" 9.066 3.37 51.353
"18908" 33.654 5.363 50.007
"18909" 10.093 4.024 46.73
"18910" 23.663 6.36 51.813
"18911" 9.133 3.697 43.11
"18912" 8.68 3.416 50.073
"18913" 9.106 3.89 54.473
"18914" 9.283 176.064 38.54
"18915" 8.74 3.25 51.933
"18916" 8.423 4.627 42.18
"18917" 68.883 6.937 82.723
"18918" 10.39 3.636 54.803
"18919" 8.51 3.653 44.59
"18920" 8.853 4.494 43.05
"18921" 10.153 3.71 47.82
"18922" 9.083 4.087 51.223
"18923" 8.92 3.18 48.433
"18924" 8.713 3.353 47.253
"18925" 8.693 3.573 61.193
"18926" 8.917 3.43 43.19
"18927" 10.143 4.43 62.983
"18928" 8.62 6.31 54.72
"18929" 76.383 7.15 91.233
"18930" 8.276 8.457 16.343
"18931" 8.63 3.453 57.91
"18932" 8.716 3.407 40.923
"18933" 8.71 4.094 57.707
"18934" 8.36 4.177 47.747
"18935" 8.377 3.683 50.24
"18936" 8.594 4.723 54.637
"18937" 8.907 176.466 40.76
"18938" 8.67 177.493 54.003
"18939" 76.023 6.487 89.59
"18940" 8.96 3.917 54.837
"18941" 9.27 3.936 47.703
"18942" 8.483 3.707 62.93
"18943" 8.78 3.593 43.05
"18944" 8.373 3.54 52.33
"18945" 9.407 3.85 48.347
"18946" 9.75 3.64 43.593
"18947" 9.793 3.373 46.293
"18948" 8.597 3.476 44.56
"18949" 9.107 4.093 50.9
"18950" 9.873 3.45 45.333
"18951" 9.033 176.207 55.253
"18952" 8.88 3.4 48.39
"18953" 8.656 4.55 44.583
"18954" 9.876 3.397 44.443
"18955" 8.786 3.457 52.743
"18956" 8.544 3.683 60.257
"18957" 10.006 3.344 49.533
"18958" 10.13 3.523 43.203
"18959" 10.523 3.657 46.633
"18960" 8.916 4.12 52.773
"18961" 8.763 3.397 50.72
"18962" 9.637 4.166 50.61
"18963" 8.337 3.736 41.92
"18964" 8.714 4.596 41.517
"18965" 8.733 4.55 41.37
"18966" 9.194 176.163 36.977
"18967" 9.374 3.816 47.007
"18968" 8.443 3.644 48.97
"18969" 8.517 3.683 44.607
"18970" 8.813 3.283 56.483
"18971" 9.154 4.34 46.577
"18972" 8.544 5.703 60.607
"18973" 8.67 3.69 48.74
"18974" 7.934 3.25 52.987
"18975" 9.994 3.75 65.387
"18976" 8.623 3.807 48.06
"18977" 10.633 3.83 46.69
"18978" 10.217 4.036 46.44
"18979" 10.94 3.853 52.273
"18980" 8.654 5.533 50.247
"18981" 8.674 3.52 44.297
"18982" 8.98 4.303 44.663
"18983" 8.907 4.01 48.59
"18984" 9.99 4.31 46.49
"18985" 10.27 4.186 55.993
"18986" 9.966 3.664 56.303
"18987" 8.717 3.423 51.487
"18988" 8.987 4.03 43.267
"18989" 9.143 4.08 40.613
"18990" 8.66 4.35 39.913
"18991" 9.303 4.31 53.243
"18992" 8.826 3.747 56.673
"18993" 9.507 3.737 39.067
"18994" 8.524 3.576 46.427
"18995" 10.23 3.964 53.917
"18996" 9.203 4.02 44.973
"18997" 8.737 4.81 55.847
"18998" 12.16 2.923 44.093
"18999" 9.6 3.593 46.513
"19000" 10.297 3.853 45.08
"19001" 10.816 3.55 49.533
"19002" 9.61 3.713 48.38
"19003" 10.913 3.51 46.673
"19004" 11.033 3.413 41.333
"19005" 10.854 3.476 53.207
"19006" 9.987 3.283 54.62
"19007" 8.18 3.93 45.29
"19008" 8.113 4.217 54.833
"19009" 8.04 4.213 40.983
"19010" 10.894 3.733 59.417
"19012" 8.66 4.744 53.417
"19013" 8.603 4.73 44.393
"19014" 8.28 3.843 54.23
"19015" 9.587 4.176 51.55
"19016" 9.5 3.813 53.12
"19017" 7.777 3.476 44.46
"19018" 8.997 3.243 39
"19019" 10.007 3.583 43.897
"19020" 8.797 3.537 42.477
"19021" 8.14 5.067 43.29
"19022" 9.016 5.357 47.243
"19023" 9.523 3.977 52.7
"19024" 8.543 3.26 36.7
"19025" 8.14 4.21 49.843
"19026" 8.787 3.36 42.66
"19027" 10.02 3.303 46.58
"19028" 8.826 4.13 50.503
"19029" 8.416 3.967 45.403
"19030" 8.797 5.353 44.53
"19031" 8.457 4.64 40.38
"19032" 8.623 4.45 57.09
"19033" 8.367 3.793 54.43
"19034" 8.26 3.813 39.7
"19035" 8.68 4.433 49.333
"19036" 8.25 5.216 42.383
"19037" 8.8 176.6 40.63
"19038" 8.62 5.556 52.183
"19039" 8.59 4.473 56.423
"19040" 7.816 3.344 48.213
"19041" 8.44 3.943 48.1
"19042" 8.753 207.32 44.51
"19043" 8.953 4.28 46.643
"19044" 8.604 3.77 50.147
"19045" 8.59 3.57 42.1
"19046" 8.69 3.574 43.627
"19047" 8.554 3.723 58.647
"19048" 11.877 3.69 62.897
"19049" 8.3 4.027 43.62
"19050" 9.346 3.92 53.233
"19051" 8.87 3.426 48.523
"19052" 8.53 5.834 43.887
"19053" 8.356 3.76 56.733
"19054" 9.697 3.78 53.177
"19055" 8.957 3.373 44.2
"19056" 8.42 3.723 41.703
"19057" 9.043 3.977 59.67
"19058" 8.546 3.487 51.033
"NA.694" NA NA NA
"19060" 8.804 3.723 55.927
"19061" 8.793 3.684 42.1
"19062" 8.497 3.716 46.83
"19063" 8.817 5.33 54.787
"19064" 8.623 5.547 42.9
"19065" 8.254 3.8 68.547
"19066" 8.54 3.516 51.283
"19067" 8.503 3.873 57.633
"19068" 8.85 3.404 47.387
"19069" 9.036 3.48 48.013
"19070" 9.037 3.18 49.027
"19071" 8.957 177.67 46.99
"19072" 8.61 3.5 55.38
"19073" 8.417 4.437 45.747
"19074" 8.82 3.227 40.87
"19075" 8.787 3.213 40.64
"19076" 9.8 3.523 50.053
"19077" 8.283 3.634 47.63
"19078" 7.98 4.273 47.773
"19079" 8.98 3.673 48.52
"19080" 8.794 3.3 48.307
"19081" 9.693 4.087 51.56
"19082" 8.887 4.433 36.99
"19083" 9.053 3.34 43.003
"19084" 8.824 4.46 47.257
"19085" 8.66 3.17 40.473
"19086" 9.607 3.413 38.32
"19087" 8.726 3.377 40.953
"19088" 9.347 4.223 41.89
"19089" 9.51 3.62 48.51
"19090" 8.203 6.097 51.373
"19091" 8.747 3.256 43.68
"19092" 8.656 3.54 40.353
"19093" 8.933 3.65 43.46
"19094" 8.307 4.91 43.75
"19095" 9.633 3.693 48.293
"19096" 8.323 3.697 52.16
"19097" 8.113 3.797 48.65
"19098" 9.397 3.643 50.78
"19099" 9.094 3.973 42.927
"19100" 8.784 3.273 42.517
"19101" 9.413 3.883 42.193
"19102" 8.823 4.683 41.683
"19103" 8.37 3.807 46.907
"19104" 9.067 4.613 43.43
"19105" 7.97 4.23 47.387
"19106" 8.627 4.616 41.15
"19107" 9.006 3.33 42.283
"19108" 8.527 3.56 37.887
"19109" 8.743 3.437 46.14
"19110" 8.657 3.38 48.517
"19111" 9.2 3.364 45.027
"19112" 8.32 3.804 44.227
"19113" 9.044 176.373 51.927
"19114" 9.06 3.39 40.887
"19115" 9.484 3.963 49.417
"19116" 8.986 3.237 42.213
"19117" 8.903 4.03 52.45
"19118" 9.823 3.52 54.81
"19119" 9.203 2.997 38.293
"19120" 9.466 3.317 46.003
"19121" 9.79 3.583 43
"19122" 9.273 177.234 43.94
"19123" 8.89 4.087 41.95
"19124" 8.963 3.37 42.323
"19125" 8.636 4.514 50.423
"19126" 9.827 3.517 49.807
"19127" 9.147 3.8 48.427
"19128" 8.734 3.42 42.637
"19129" 9.046 3.83 56.053
"19130" 9.267 3.347 48.077
"19131" 8.81 3.247 52.82
"19132" 9.034 3.306 41.087
"19133" 9.126 5.564 50.203
"19134" 8.67 3.627 38.827
"19135" 9.603 3.483 39.903
"19136" 8.297 3.67 39.23
"19137" 8.78 3.537 50.967
"19138" 39.283 146.607 72.933
"19139" 8.28 4.036 48.023
"19140" 8.69 3.613 44.613
"19141" 9.43 3.556 47.363
"19142" 8.57 3.303 44.713
"19143" 9.163 3.864 40.86
"19144" 8.577 3.583 38.147
"19145" 8.36 6.084 49.277
"19146" 8.393 4.863 44.683
"19147" 8.13 4.037 37.547
"19148" 8.55 5.42 42.72
"19149" 8.383 4.263 54.283
"19150" 9 3.386 47.113
"19151" 8.687 3.46 46.89
"19152" 8.047 5.94 43.137
"19153" 9.04 3.167 41.26
"19154" 9.21 3.967 57.79
"19155" 8.88 3.613 52.66
"19156" 8.914 3.163 44.907
"NA.695" NA NA NA
"19158" 8.526 3.43 54.433
"19159" 8.556 3.527 44.593
"19160" 8.54 3.61 43.22
"19161" 8.753 3.407 40.273
"19162" 9.056 3.507 47.173
"19163" 8.453 3.7 38.213
"19164" 9.447 4.08 40.98
"19165" 20.39 8.276 29.513
"19166" 9.13 4.08 48.763
"19167" 8.347 3.776 45.93
"19168" 8.79 3.42 43.743
"19169" 9.057 4.377 52.537
"19170" 8.586 4.504 48.093
"19171" 9.053 3.36 52.27
"19172" 8.497 3.57 48.49
"NA.696" NA NA NA
"19174" 8.813 3.3 40.243
"19175" 8.93 3.273 54.63
"19176" 8.31 3.777 44.93
"19177" 78.577 7.703 85.93
"19178" 76.324 5.653 82.547
"19179" 9.364 5.66 45.737
"19180" 8.327 3.756 85.58
"19181" 8.656 3.627 60.563
"19182" 9.124 4.023 51.097
"19183" 9.1 4.114 39.677
"19184" 8.703 3.494 41.43
"19185" 9.44 6.056 57.673
"19186" 9.703 3.477 43.62
"19187" 9.04 3.36 69.663
"19188" 9.417 3.813 38.697
"19189" 9.127 3.853 47.78
"19190" 8.73 3.333 41.123
"19191" 9.774 3.86 44.297
"19192" 8.833 3.193 73.193
"19193" 22.857 22.457 44.287
"19194" 8.75 3.46 43.103
"19195" 9.024 3.253 55.867
"19196" 8.177 3.95 41.98
"19197" 8.89 3.254 50.637
"19198" 85.987 5.39 91.37
"19199" 9.863 3.82 47.38
"19200" 10.09 175.476 59.703
"19201" 9.747 3.636 49.46
"19202" 9.966 3.51 47.663
"19203" 9.42 3.953 38.64
"19204" 9.653 3.77 61.653
"19205" 9.517 3.75 40.327
"19206" 10.167 3.583 48.347
"19207" 9.29 3.86 55.41
"19208" 9.294 3.973 58.007
"19209" 10.03 3.4 65.22
"19210" 9.836 3.554 47.333
"19211" 11.967 175.737 57.017
"19212" 9.126 3.887 56.663
"19213" 9.076 3.254 43.593
"19214" 9.22 4.043 63.68
"19215" 9.693 3.56 48.713
"19216" 9.187 4.003 50.157
"19217" 9.253 3.94 51.593
"19218" 8.967 3.203 44.13
"19219" 9.377 3.863 57.047
"19220" 9.26 4.043 41.473
"19221" 10.41 4.004 54.727
"19222" 9.77 3.72 43.83
"19223" 10.117 4.183 45.207
"19224" 8.944 177.596 51.337
"19225" 9.823 3.45 51.68
"19226" 10.27 176.513 58.9
"19227" 10.123 4.02 51.03
"19228" 8.897 3.26 52.27
"19229" 10.053 4.157 52.95
"19230" 9.123 3.217 44.7
"19231" 9.186 3.98 40.713
"19232" 9.957 3.81 65.23
"19233" 9.21 4.107 43.137
"19234" 10.32 4.1 55.7
"19235" 10.114 3.656 56.567
"NA.697" NA NA NA
"19237" 8.233 3.874 44.91
"19238" 8.564 3.78 44.517
"19239" 9.67 3.63 55.25
"19240" 9.154 3.066 42.007
"19241" 8.577 3.463 50.88
"19242" 10.263 3.5 43.263
"19243" 10.28 4 45.37
"19244" 9.027 4.126 54.17
"19245" 8.7 4.003 48.793
"19246" 8.896 6.597 60.273
"19247" 9.633 3.687 46.73
"19248" 9.86 3.476 42.743
"19249" 8.594 3.656 46.977
"19250" 10.467 4.223 45.197
"19251" 9.047 3.256 40.68
"19252" 8.816 3.307 43.033
"19253" 9.943 3.547 49.54
"19254" 8.937 3.25 41.157
"19255" 9.08 4.903 54.993
"19256" 9.75 3.653 41.43
"NA.698" NA NA NA
"19258" 9.993 3.54 54.01
"19259" 8.987 3.3 55.42
"19260" 8.863 4.77 43.353
"NA.699" NA NA NA
"19262" 8.213 3.94 52.923
"19263" 10.064 3.693 50.717
"19264" 9.7 3.547 56.387
"19265" 9.183 4.117 44.78
"19266" 9.313 3.41 44.673
"19267" 10.28 3.17 48.143
"19268" 10 3.323 43.92
"19269" 8.99 3.177 50.14
"19270" 10.02 3.157 48.43
"19271" 9.017 4.973 50.11
"19272" 8.976 3.07 51.413
"19273" 8.387 3.773 43.35
"19274" 10.13 4.167 54.587
"19275" 9.943 3.414 53.32
"19276" 9.103 3.257 48.21
"19277" 10.077 3.317 55.317
"19278" 8.876 3.387 44.143
"19279" 9.264 4.01 50.857
"19280" 9.106 3.347 53.123
"19281" 9.027 3.457 54.697
"19282" 8.773 3.497 51.44
"19283" 9.043 3.354 56.06
"19284" 9.106 4.117 42.473
"19285" 9.47 3.343 41.543
"19286" 8.17 3.85 42.68
"19287" 10.324 3.96 63.317
"19288" 9.03 4.573 41.25
"19289" 9.103 3.914 52.93
"19290" 9.97 3.367 44.837
"19291" 9.86 3.533 48.523
"19292" 10.09 4.093 46.433
"19293" 9.123 3.877 42.663
"19294" 9.6 4.25 42.04
"19295" 9.88 4.107 43.157
"19296" 7.947 6.003 44.18
"19297" 10.197 4.756 61.02
"19298" 9.426 177.527 42.273
"19299" 10.123 3.867 50.363
"19300" 10.404 3.94 45.987
"19301" 9.266 3.077 43.483
"19302" 9.003 4.13 51.67
"19303" 9.41 3.88 40.37
"19304" 8.997 5.046 55.93
"19305" 8.947 3.343 46.407
"19306" 10.297 3.793 53.42
"19307" 9.046 3.274 40.833
"NA.700" NA NA NA
"19309" 8.89 3.237 43.43
"19310" 8.613 4.58 45.35
"19311" 8.944 4.496 41.347
"19312" 8.974 3.173 46.847
"19313" 8.907 4.473 46.3
"19314" 8.637 8.617 16.957
"19315" 8.954 3.266 54.407
"19316" 10.213 3.54 50.67
"19317" 8.987 3.257 42.557
"19318" 9.39 3.75 42.7
"19319" 8.64 4.89 55.253
"19320" 8.867 4.523 42.18
"19321" 9.117 3.296 53.41
"19322" 8.457 3.783 60.797
"19323" 9.037 4.343 58.76
"19324" 33.324 6.196 51.597
"19325" 9.34 3.894 63.577
"19326" 9.52 3.82 41.367
"NA.701" NA NA NA
"19328" 7.843 7.1 14
"19329" 8.587 3.557 44.167
"19330" 8.473 3.647 44.023
"19331" 9.057 4.327 58.247
"19332" 71.76 7.087 85.12
"19333" 8.344 3.63 42.137
"19334" 8.63 4.693 57.09
"19335" 31.464 7.03 50.327
"19336" 80.766 7.377 98.063
"19337" 8.567 4.68 45.967
"19338" 8.446 3.697 61.533
"19339" 9.274 4.07 55.897
"19340" 11.086 3.187 58.863
"19341" 10.65 3.597 57.12
"19342" 9.426 3.914 57.043
"19343" 8.086 4.284 65.713
"19344" 9.413 177.097 40.3
"19345" 66.887 6.603 78.397
"19346" 8.884 3.5 58.277
"NA.702" NA NA NA
"19348" 10.02 5.053 48.943
"19349" 8.84 3.86 43.233
"19350" 8.467 8.506 16.17
"19351" 9.18 3.987 44.42
"19352" 8.96 5.247 57.607
"19353" 10.024 10.506 67.097
"19354" 8.367 3.906 58.04
"19355" 8.377 4.633 58.26
"19356" 8.77 3.624 45.637
"19357" 9.123 3.364 46.71
"19358" 9.18 8.336 17.803
"19359" 8.186 3.817 50.473
"19360" 9.067 3.163 53.227
"19361" 9.193 4.04 55.393
"19362" 14.534 3.78 55.777
"19363" 8.426 4.157 39.983
"19364" 8.436 3.754 46.483
"19365" 8.887 4.34 41.907
"19366" 9.22 3.487 44.757
"19367" 8.39 4.006 52.433
"19368" 8.606 4.474 50.353
"19369" 8.387 3.73 47.11
"19370" 8.416 3.814 47.883
"19371" 8.24 177.103 43.303
"19372" 9.26 7.493 15.683
"19373" 8.66 5.42 56.34
"19374" 8.644 3.393 44.207
"19375" 8.07 4.033 49.863
"19376" 8.477 7.63 15.51
"19377" 8.877 3.426 65.46
"19378" 9.023 4.19 55.57
"19379" 7.75 4.344 50.187
"19380" 9.203 6.043 48.723
"19381" 10.663 3.543 54.823
"19382" 8.487 4.03 45.987
"19383" 9.906 4.137 49.913
"19384" 8.497 4.047 58.627
"19385" 8.674 3.536 51.027
"19386" 9.08 5.29 54.143
"19387" 8.4 6.094 45.557
"19388" 8.927 3.366 42.21
"19389" 8.727 6 55.327
"19390" 8.247 3.696 70.68
"19391" 9.07 4.057 42.887
"19392" 9.29 3.927 50.677
"19393" 9.18 3.14 42.45
"19394" 8.82 3.147 47.177
"19395" 8.203 4.203 54.453
"19396" 9.547 3.673 41.817
"19397" 8.637 3.44 41.85
"19398" 10.587 3.45 49.83
"19399" 8.777 3.463 43.79
"19400" 8.8 3.496 45.693
"19401" 10.32 3.734 50.887
"19402" 79.594 6.343 97.007
"19403" 9.02 3.257 38.857
"19404" 87.14 6.21 106.253
"19405" 8.787 4.323 43.03
"19406" 10.27 3.573 43.523
"19407" 8.994 3.566 52.077
"19408" 9.933 4.257 48
"19409" 8.99 177.293 48.55
"19410" 8.943 3.31 52.84
"19411" 8.957 3.267 51.887
"19412" 8.403 4.154 45.57
"19413" 9 3.473 51.39
"19414" 8.997 4.146 39.62
"19415" 82.043 6.14 100.773
"19416" 10.536 3.747 48.313
"19417" 8.137 6.426 66.89
"19418" 76.637 7.21 92.51
"19419" 80.044 7.303 95.327
"19420" 8.253 3.984 39.69
"19421" 8.54 3.563 64.53
"19422" 9.367 6.31 44.657
"19423" 8.95 3.37 47.84
"19424" 8.953 3.19 55.833
"19425" 9.784 3.42 43.157
"19426" 10.21 4.883 66.5
"19427" 10.35 3.817 57.09
"19428" 8.493 3.543 54.933
"19429" 8.9 3.336 44.133
"19430" 8.837 3.243 45.747
"19431" 8.503 6.054 45.59
"19432" 9.336 3.217 58.023
"19433" 8.757 176.573 54
"19434" 8.343 5.083 44.553
"19435" 8.944 3.313 41.397
"19436" 8.526 3.567 43.753
"19437" 8.987 3.516 42.83
"19438" 9.943 3.54 45.9
"19439" 9.77 3.553 42.85
"19440" 9.827 4.233 49.32
"19441" 8.5 3.734 57.037
"19442" 8.9 3.494 45.507
"19443" 9.223 6.397 47.023
"19444" 8.824 3.26 42.757
"19445" 9.917 3.627 45.837
"19446" 8.79 3.166 47.593
"19447" 8.944 5.346 58.957
"19448" 47.137 6.446 61.38
"19449" 11.154 4.253 44.637
"19450" 8.68 3.457 55.67
"19451" 76.736 7.62 92.843
"19452" 9.01 3.94 51.91
"19453" 8.45 3.527 42.837
"19454" 8.973 3.567 59.093
"19455" 8.893 3.443 42.623
"19456" 8.846 4.48 42.443
"19457" 8.847 3.263 45.09
"19458" 8.657 3.67 46.17
"19459" 9.04 3.223 62.093
"19460" 8.383 3.61 53.39
"19461" 9.093 4.12 46.123
"19462" 9.1 3.896 41.683
"19463" 8.97 3.513 49.493
"19464" 9.967 3.643 58.037
"19465" 8.2 4.013 51.94
"19466" 8.987 4.28 44.617
"19467" 10.053 3.16 50.62
"19468" 9.86 3.447 43.54
"19469" 9.16 4.857 58.007
"19470" 9.073 3.684 43.21
"19471" 7.413 11.287 19.633
"19472" 8.863 3.417 42.863
"19473" 9.273 6.44 56.55
"19474" 8.807 178.187 42.127
"19475" 9.283 3.994 44.42
"19476" 9.58 3.676 51.853
"19477" 8.997 3.173 41.38
"19478" 9.167 3.823 50.897
"19480" 9.16 3.44 51.25
"19481" 12.723 2.934 55.51
"19482" 8.637 5.54 44.317
"19483" 8.506 4.654 51.953
"19484" 8.41 4.003 63.123
"NA.703" NA NA NA
"19486" 8.983 3.38 44.74
"19487" 32.063 5.933 47.603
"19488" 8.556 3.614 42.103
"19489" 9.08 4.03 50.927
"NA.704" NA NA NA
"19491" 78.117 6.237 93.997
"19492" 8.55 4.72 50.023
"19493" 9.527 3.583 46.67
"19494" 8.356 3.684 51.133
"19495" 9.946 3.337 43.973
"19496" 8.56 3.553 43.48
"19497" 8.364 6.03 50.297
"19498" 76.42 5.807 91.12
"19499" 8.434 4.603 45.347
"19500" 9.473 4.473 45.713
"19501" 9.413 176.127 48.96
"19502" 7.147 6.11 12.667
"19503" 15.017 12.943 26.437
"19504" 8.546 5.857 46.623
"19505" 8.95 4.91 48.21
"19506" 82.483 7.007 89.8
"19507" 8.657 3.426 41.09
"19508" 9.477 3.826 41.78
"19509" 9.47 3.713 50.99
"19510" 8.74 3.527 48.687
"19511" 9.2 3.804 54.207
"19512" 8.933 3.164 40.6
"19513" 8.35 4.983 60.59
"19514" 9.174 3.923 45.457
"19515" 9.357 4.153 54.077
"19516" 8.823 3.283 49.423
"19517" 8.537 3.56 53.81
"19518" 80.427 7.863 97.46
"19519" 8.774 4.293 47.347
"19520" 8.597 3.47 43.41
"19521" 8.65 3.636 42.163
"19522" 8.613 5.25 53.093
"19523" 5.107 7.58 11.737
"19524" 9.874 3.53 44.277
"19525" 9.16 4.173 43.323
"19526" 40.76 3.25 92.807
"19527" 8.934 3.106 47.697
"19528" 8.39 3.627 61.27
"19529" 8.057 3.186 51.15
"19530" 8.793 3.54 58.323
"19531" 8.797 5.433 51.057
"19532" 8.87 3.29 52.58
"19533" 8.88 3.396 43.643
"19534" 8.536 3.914 52.773
"19535" 9.627 3.436 56.6
"19536" 8.97 3.08 57.603
"19537" 8.606 4.46 44.263
"19538" 8.637 4.473 43.74
"19539" 8.643 4.7 54.193
"19540" 8.667 3.866 47.69
"19541" 8.256 4.007 42.113
"19542" 5.95 3.887 38.27
"19543" 9.824 3.663 41.267
"19544" 9.744 3.393 44.387
"19545" 9.4 3.893 45.5
"19546" 9.23 3.043 55.113
"19547" 9 3.44 44.673
"19548" 8.693 3.41 55.043
"19549" 8.927 3.517 53.677
"19551" 10.99 4.137 57.007
"19552" 11.583 3.45 59.373
"19553" 10.99 4.34 48.37
"19554" 8.587 3.77 44.927
"19555" 78.856 6.007 93.083
"19556" 7.85 3.24 38.993
"19557" 8.836 3.517 45.753
"19558" 8.934 3.136 51.137
"19559" 9.276 4.04 51.233
"19560" 8.597 3.473 40.01
"19561" 8.457 3.95 40.19
"19562" 9.077 3.833 44.06
"19563" 8.843 5.3 49.38
"19564" 9.213 4.154 47.44
"19565" 8.643 4.444 47.45
"19566" 8.993 3.4 48.603
"19567" 8.45 3.657 39.597
"19568" 8.833 3.543 42.883
"19569" 8.794 3.586 54.047
"19570" 9.644 3.636 40.697
"NA.705" NA NA NA
"NA.706" NA NA NA
"19573" 8.986 3.967 41.963
"19574" 8.654 3.553 44.737
"19575" 8.82 3.933 59.04
"19576" 9.713 3.584 47.77
"19577" 9.183 3.91 40.23
"19578" 8.44 4.263 54.59
"19579" 8.907 176.33 40.82
"19580" 9.35 3.96 52.1
"19581" 8.88 5.84 44.9
"19582" 9.787 3.73 44.77
"19583" 8.687 3.416 45.11
"19584" 9.61 3.516 47.593
"19585" 8.824 3.516 46.537
"19586" 8.766 3.604 45.693
"19587" 49.467 6.537 65.437
"19588" 8.986 5.404 46.603
"19589" 8.873 5.494 50.04
"19590" 31.18 5.77 48.1
"19591" 8.96 3.323 47.47
"19592" 8.597 3.513 56.82
"19593" 9.183 3.6 54
"19594" 8.027 3.283 49.727
"19595" 8.774 3.353 55.547
"19596" 9.916 3.727 39.483
"19597" 8.533 4.654 52.3
"19598" 10.236 175.224 49.683
"19599" 8.753 3.564 41.79
"19600" 8.564 3.64 53.117
"19601" 8.993 3.21 54.89
"19602" 79.19 6.347 94.517
"19603" 8.814 3.546 44.187
"19604" 9.3 3.84 47.227
"19605" 9.357 3.86 52.737
"19606" 9.127 4.023 61.01
"19607" 9.174 4.213 52.637
"19608" 9.08 3.97 58.48
"19609" 8.483 4.84 46.67
"19610" 8.753 3.71 47.58
"19611" 8.21 3.837 45.32
"19612" 8.787 3.53 45.077
"19613" 8.247 5.113 43.49
"19614" 8.76 5.616 46.053
"19615" 9.13 3.336 44.383
"19616" 8.363 178.027 49.89
"19617" 8.733 3.66 41.633
"19618" 8.996 3.514 44.663
"19619" 8.28 3.867 42.207
"19620" 8.897 4.323 38.437
"19621" 9.044 3.36 42.147
"NA.707" NA NA NA
"19623" 8.69 3.483 40.44
"19624" 9.017 3.997 49.797
"19625" 9.39 5.967 47.577
"19626" 8.433 3.677 50.82
"19627" 8.967 3.926 45.71
"19628" 8.22 3.92 40.42
"19629" 8.09 4.884 39.797
"19630" 8.386 3.624 48.693
"19631" 9.116 3.954 41.183
"19632" 9.107 3.14 50.58
"19633" 9.01 3.556 43.043
"19634" 8.424 4.966 46.527
"19635" 8.416 3.687 41.883
"19636" 8.273 4.064 42.41
"19637" 9.1 3.727 44.73
"19638" 9.507 176.207 40.987
"19639" 8.744 4.593 45.577
"19640" 8.563 3.714 56.02
"19641" 8.92 3.34 43.57
"19642" 8.333 3.794 40.51
"19643" 8.44 3.546 49.573
"19644" 8.207 2.98 41.067
"19645" 9.387 3.866 43.45
"19646" 11.134 4.03 46.147
"19647" 8.5 3.737 52.847
"19648" 8.92 4.374 43.327
"19649" 8.79 3.34 38.623
"19650" 9.68 4.567 44.087
"19651" 8.72 3.543 47.573
"19652" 8.856 4.687 40.883
"19653" 9.053 3.403 46.113
"19654" 8.52 3.524 41.847
"19655" 8.53 3.56 49.01
"19656" 8.824 3.503 53.067
"19657" 8.77 3.224 48.227
"19658" 8.944 176.51 41.647
"NA.708" NA NA NA
"19660" 8.41 3.716 53.393
"19661" 8.55 3.5 40.713
"19662" 8.94 6.314 61.637
"19663" 8.666 3.354 51.243
