"","CapturedExperienceId","c1_BootToReadyForCredentials","c2_CredentialsEnteredToDesktop","c3_DesktopToIdle","totaltime","rounded_totaltime"
"1998",290777,75.6000252,41.2526529,1.9,118.7526781,119
"1999",290784,90.3838171,19.6708958,1.9,111.9547129,112
"2001",290812,160.8568514,39.7004267,90,290.5572781,291
"2004",290826,70.0470154,32.7342286,1.9,104.681244,105
"2007",290852,37.6371648,88.6767407,1.9,128.2139055,128
"2010",290862,40.2137729,16.8913356,1.9,59.0051085,59
"2011",290866,85.0311108,47.0747699,1.9,134.0058807,134
"2012",290874,40.2985032,82.8617973,20.7,143.8603005,144
"2013",290879,93.6643712,21.6287196,29.2,144.4930908,144
"2014",290882,78.7279473,70.1615637,52.1,200.989511,201
"2016",290910,50.6097832,20.2434664,1.9,72.7532496,73
"2018",290915,102.1337093,81.7724354,1.9,185.8061447,186
"2019",290935,147.9797867,16.42998,1.9,166.3097667,166
"2022",290946,124.6722509,20.0015358,1.9,146.5737867,147
"2024",290962,70.8579133,20.0377714,90,180.8956847,181
"2025",290965,171.9421539,76.3140235,90,338.2561774,338
"2028",290969,67.9290285,23.2921844,1.9,93.1212129,93
"2030",290971,95.0993427,15.1900038,1.9,112.1893465,112
"2031",290972,74.0809301,24.3810188,1.9,100.3619489,100
"2032",290976,58.0078324,75.559552,1.9,135.4673844,135
"2034",290997,55.1374913,15.9081511,1.9,72.9456424,73
"2039",291026,56.5375393,69.5342712,90,216.0718105,216
"2042",291049,125.2147522,46.5353342,1.9,173.6500864,174
"2043",291056,111.5490504,23.1396648,45.8,180.4887152,180
"2045",291060,47.5221143,22.2107293,1.9,71.6328436,72
"2047",291064,63.4483213,35.1264474,1.9,100.4747687,100
"2049",291071,83.5869859,11.4887817,39.2,134.2757676,134
"2051",291084,50.8113674,60.3442246,1.9,113.055592,113
"2052",291085,198.0137631,13.4299921,1.9,213.3437552,213
"2053",291089,73.4839224,37.4716584,1.9,112.8555808,113
"2054",291107,48.3730184,15.9347787,1.9,66.2077971,66
"2055",291109,62.7526961,103.3909334,1.9,168.0436295,168
"2059",291116,20.9095919,13.8660509,1.9,36.6756428,37
"2060",291118,33.0932433,7.7251652,1.9,42.7184085,43
"2061",291123,21.2920804,9.7951209,1.9,32.9872013,33
"2062",291128,17.8908206,6.8403445,41.7,66.4311651,66
"2064",291132,16.1074485,7.1448036,1.9,25.1522521,25
"2065",291139,25.0526766,7.727047,87.4,120.1797236,120
"2067",291147,66.5235251,27.3589817,1.9,95.7825068,96
"2068",291149,233.1019799,69.8896696,1.9,304.8916495,305
"2069",291152,78.6799256,19.0213156,13.2,110.9012412,111
"2070",291154,88.2453166,48.825823,1.9,138.9711396,139
"2072",291157,95.9356081,18.665003,1.9,116.5006111,117
"2073",291165,16.8219102,12.4056367,1.9,31.1275469,31
"2074",291166,15.4297808,10.4386818,1.9,27.7684626,28
"2075",291168,35.249048,196.839596,1.9,233.988644,234
"2076",291169,44.1366589,14.6962464,1.9,60.7329053,61
"2077",291173,141.7518845,16.4167199,1.9,160.0686044,160
"2079",291181,36.440124,9.8742226,1.9,48.2143466,48
"2080",291182,120.8602541,20.481959,1.9,143.2422131,143
"2081",291183,36.2483209,14.2937403,1.9,52.4420612,52
"2082",291184,35.1734707,22.5507143,1.9,59.624185,60
"2083",291187,141.3850389,60.2087566,90,291.5937955,292
"2085",291198,112.278635,65.8182143,1.9,179.9968493,180
"2086",291199,87.7597824,13.9889978,1.9,103.6487802,104
"2088",291203,44.3941309,125.8266688,1.9,172.1207997,172
"2089",291206,51.6733509,15.5073063,8.4,75.5806572,76
"2090",291207,106.8332121,15.8911136,90,212.7243257,213
"2092",291215,89.7086063,45.4319636,1.9,137.0405699,137
"2094",291228,71.7471199,40.4733144,1.9,114.1204343,114
"2095",291230,99.688835,66.20843,1.9,167.797265,168
"2096",291232,65.5401321,37.5376099,1.9,104.977742,105
"2098",291242,32.4149004,10.5469388,1.9,44.8618392,45
"2099",291274,153.8113524,13.901267,1.9,169.6126194,170
"2101",291278,88.4102596,25.2537866,1.9,115.5640462,116
"2102",291280,8.0538037,72.1713514,1.9,82.1251551,82
"2105",291292,77.0920598,17.2237102,1.9,96.21577,96
"2106",291297,68.4270481,46.9915217,1.9,117.3185698,117
"2107",291303,36.7654149,12.7702975,1.9,51.4357124,51
"2108",291305,42.3108954,12.9575287,1.9,57.1684241,57
"2109",291306,44.5022204,27.5065105,1.9,73.9087309,74
"2110",291309,43.0152293,21.1237382,1.9,66.0389675,66
"2113",291316,97.0871347,51.2055575,1.9,150.1926922,150
"2115",291319,207.4722892,13.4952327,1.9,222.8675219,223
"2117",291322,14.9019392,10.2915155,1.9,27.0934547,27
"2118",291324,78.7665486,46.8622029,1.9,127.5287515,128
"2119",291325,77.457833,53.0725989,12.9,143.4304319,143
"2120",291327,25.1199353,10.3804953,1.9,37.4004306,37
"2122",291332,22.4700816,12.4335159,28.5,63.4035975,63
"2123",291333,63.9943559,41.5034526,10.2,115.6978085,116
"2124",291335,83.2932873,46.0383876,18.4,147.7316749,148
"2126",291344,96.5217936,11.5787791,31.6,139.7005727,140
"2127",291347,34.5471329,12.618196,1.9,49.0653289,49
"2128",291353,22.2947567,11.4261058,1.9,35.6208625,36
"2129",291354,20.9183693,10.0476524,1.9,32.8660217,33
"2130",291355,95.184954,17.2503514,1.9,114.3353054,114
"2131",291358,32.9206727,8.9388779,1.9,43.7595506,44
"2132",291359,41.6181996,11.9896943,1.9,55.5078939,56
"2133",291361,93.4995794,18.9943662,1.9,114.3939456,114
"2136",291369,38.2873079,11.6936684,1.9,51.8809763,52
"2139",291375,69.0404679,32.7886008,1.9,103.7290687,104
"2140",291376,28.9048671,9.0347813,1.9,39.8396484,40
"2141",291377,70.036659,19.0922293,1.9,91.0288883,91
"2142",291378,63.6871328,23.3096292,1.9,88.896762,89
"2143",291379,44.2676863,13.4369116,1.9,59.6045979,60
"2146",291385,60.7357098,17.4669493,1.9,80.1026591,80
"2149",291389,86.6578861,43.4384802,1.9,131.9963663,132
"2150",291392,53.3184289,12.7098946,1.9,67.9283235,68
"2152",291396,41.4246882,12.311917,1.9,55.6366052,56
"2153",291400,136.3976303,47.2863968,1.9,185.5840271,186
"2156",291411,33.5292802,10.6491153,1.9,46.0783955,46
"2157",291414,41.5337878,11.1140426,1.9,54.5478304,55
"2158",291417,93.2012871,20.5814207,1.9,115.6827078,116
"2159",291427,34.0830167,13.382133,24.3,71.7651497,72
"2161",291437,94.4497681,11.5414049,1.9,107.891173,108
"2162",291440,43.6931855,14.3501134,1.9,59.9432989,60
"2164",291447,97.4617541,17.3004895,1.9,116.6622436,117
"2165",291453,84.099509,15.1595259,1.9,101.1590349,101
"2167",291459,113.0731005,41.7640667,1.9,156.7371672,157
"2168",291464,115.9783523,61.6588356,62,239.6371879,240
"2169",291465,56.8747621,23.4775114,1.9,82.2522735,82
"2171",291476,53.1013955,17.80532,1.9,72.8067155,73
"2173",291485,89.535468,52.508542,1.9,143.94401,144
"2174",291486,42.7081464,12.6866224,1.9,57.2947688,57
"2175",291489,107.0667357,26.0272089,1.9,134.9939446,135
"2177",291499,33.0632874,11.891657,1.9,46.8549444,47
"2178",291500,45.2145905,11.9289229,1.9,59.0435134,59
"2180",291516,227.6558995,13.5290603,69.6,310.7849598,311
"2184",291538,167.7444536,18.7209994,26.8,213.265453,213
"2185",291544,82.8161119,33.4648123,1.9,118.1809242,118
"2186",291551,42.7144051,43.6101722,1.9,88.2245773,88
"2188",291560,115.2807393,54.9628958,1.9,172.1436351,172
"2191",291575,106.3328232,14.1293728,1.9,122.362196,122
"2193",291581,46.4504015,20.9706964,1.9,69.3210979,69
"2194",291588,29.5802817,28.3389855,1.9,59.8192672,60
"2195",291590,130.2976666,17.1365357,1.9,149.3342023,149
"2196",291591,111.2937345,20.9373106,52.1,184.3310451,184
"2199",291599,25.8217454,6.4918663,1.9,34.2136117,34
"2201",291609,76.5490174,48.5891543,1.9,127.0381717,127
"2203",291633,69.9156639,8.7277053,1.9,80.5433692,81
"2204",291634,165.80642,67.1048781,1.9,234.8112981,235
"2206",291636,122.9854846,45.3704166,1.9,170.2559012,170
"2207",291639,112.8657787,46.150119,1.9,160.9158977,161
"2208",291670,99.2107278,31.0629495,1.9,132.1736773,132
"2209",291671,12.5818772,11.6685856,1.9,26.1504628,26
"2210",291675,49.0294047,6.84886309999999,1.9,57.7782678,58
"2211",291676,48.382467,6.4598484,1.9,56.7423154,57
"2212",291677,68.9843566,23.9955921,1.9,94.8799487,95
"2213",291691,23.7723894,37.7223581,6.8,68.2947475,68
"2214",291726,203.3775451,12.6897184,1.9,217.9672635,218
"2215",291788,57.5039529,6.9293864,1.9,66.3333393,66
"2216",291789,126.77991,34.6815943,1.9,163.3615043,163
"2217",291791,102.1386816,18.1277976,1.9,122.1664792,122
"2218",291793,60.9973022,16.2617882,1.9,79.1590904,79
"2219",291823,182.9942315,9.2960289,1.9,194.1902604,194
"2220",291880,44.3112414,19.8204699,1.9,66.0317113,66
"2221",291900,104.8224741,22.076651,1.9,128.7991251,129
"2222",291937,8.3227382,2.8942116,1.9,13.1169498,13
"2223",291962,221.901441,12.9059789,1.9,236.7074199,237
"2224",291966,46.8105508,40.9467967,1.9,89.6573475,90
"2226",291969,64.0626767,41.7467024,1.9,107.7093791,108
"2227",291970,48.5190385,18.9784219,1.9,69.3974604,69
"2228",291976,20.4713313,12.6174952,1.9,34.9888265,35
"2229",291990,58.0165042,13.5087115,1.9,73.4252157,73
"2231",292016,78.6712485,68.9918951,1.9,149.5631436,150
"2233",292048,57.4564132,33.5492953,1.9,92.9057085,93
"2234",292056,167.0658878,78.5628524,1.9,247.5287402,248
"2235",292077,41.3414556,13.1371609,1.9,56.3786165,56
"2236",292115,38.5252677,21.0675045,1.9,61.4927722,61
"2239",292123,30.3520627,55.621734,1.9,87.8737967,88
"2241",292140,70.7018175,19.0884724,76.7,166.4902899,166
"2242",292151,88.9214191,22.9591861,1.9,113.7806052,114
"2243",292153,24.5680841,13.5644304,1.9,40.0325145,40
"2245",292176,21.6848341,84.7031987,1.9,108.2880328,108
"2246",292177,68.7983707,15.7737869,1.9,86.4721576,86
"2247",292183,76.4553304,17.8540359,1.9,96.2093663,96
"2248",292184,87.5986674,39.8689944,1.9,129.3676618,129
"2249",292187,31.351324,21.0923021,1.9,54.3436261,54
"2250",292189,58.3804104,12.7534806,33.2,104.333891,104
"2251",292192,102.9825771,50.6455653,27.1,180.7281424,181
"2253",292213,79.3739649,57.5723416,1.9,138.8463065,139
"2254",292217,36.5580754,21.8936432,1.9,60.3517186,60
"2256",292220,100.8748363,65.3255956,1.9,168.1004319,168
"2257",292222,14.7645909,17.884792,1.9,34.5493829,35
"2259",292236,28.6811194,37.231762,1.9,67.8128814,68
"2261",292246,107.7761514,18.8595695,1.9,128.5357209,129
"2262",292247,56.0171149,65.7697245,1.9,123.6868394,124
"2263",292248,16.6650027,66.1190989,1.9,84.6841016,85
"2264",292249,119.9748965,37.9439146,1.9,159.8188111,160
"2265",292250,100.0717885,50.0164243,1.9,151.9882128,152
"2266",292251,49.3452198,12.3501408,1.9,63.5953606,64
"2267",292253,44.5074657,10.5253525,1.9,56.9328182,57
"2268",292254,53.6502539,22.2057192,1.9,77.7559731,78
"2269",292255,56.0463553,10.8877821,1.9,68.8341374,69
"2270",292256,45.8496041,20.7382512,1.9,68.4878553,68
"2271",292257,212.1731713,44.9407209,1.9,259.0138922,259
"2272",292261,192.8805299,14.3285956,1.9,209.1091255,209
"2273",292264,72.2537366,61.5360796,1.9,135.6898162,136
"2274",292265,21.5590369,42.4918853,1.9,65.9509222,66
"2275",292266,67.8366518,40.9997006,1.9,110.7363524,111
"2278",292269,75.7450007,40.122796,74.8,190.6677967,191
"2280",292275,293.4817688,52.0775699,1.9,347.4593387,347
"2289",292286,40.8280174,9.0416043,1.9,51.7696217,52
"2295",292306,223.9787102,97.4520078,1.9,323.330718,323
"2296",292307,54.6840029,19.2665789,1.9,75.8505818,76
"2297",292308,64.6443793,18.4829999,1.9,85.0273792,85
"2298",292312,56.1737047,16.6056338,54.2,126.9793385,127
"2300",292315,15.3473247,11.4787045,1.9,28.7260292,29
"2301",292318,21.1715587,27.5802187,1.9,50.6517774,51
"2304",292321,45.348198,10.8059249,3.4,59.5541229,60
"2310",292330,60.3302919,21.7316443,23.7,105.7619362,106
"2313",292334,20.1923743,14.4191899,1.9,36.5115642,37
"2316",292337,178.4783958,19.8131572,1.9,200.191553,200
"2317",292338,125.5261253,54.4438229,1.9,181.8699482,182
"2318",292342,26.7665476,101.746912,1.9,130.4134596,130
"2319",292343,30.9956498,61.187087,1.9,94.0827368,94
"2320",292344,33.8555283,10.7735011,1.9,46.5290294,47
"2324",292349,107.3922144,23.1682036999999,1.9,132.4604181,132
"2327",292363,50.3051694,28.4212152,1.9,80.6263846,81
"2328",292365,11.068459,25.5804542,9.4,46.0489132,46
"2329",292366,94.0978972,16.5981677,1.9,112.5960649,113
"2330",292367,71.3186195,13.102963,1.9,86.3215825,86
"2334",292376,43.8313667,16.5464687,1.9,62.2778354,62
"2337",292381,106.3453474,26.1223456,1.9,134.367693,134
"2338",292382,145.4624615,14.7361171,1.9,162.0985786,162
"2339",292383,78.3530378,14.9399298,1.9,95.1929676,95
"2340",292388,71.4575585,78.4818469,1.9,151.8394054,152
"2342",292392,81.4135637,16.6570982,1.9,99.9706619,100
"2345",292396,95.0414754,53.2709977,1.9,150.2124731,150
"2352",292407,75.084268,73.0486165,1.9,150.0328845,150
"2353",292409,31.782126,9.1315531,1.9,42.8136791,43
"2354",292410,81.452139,45.8314127,1.9,129.1835517,129
"2355",292411,69.2797389,44.7487925,1.9,115.9285314,116
"2358",292414,35.4803101,9.9575975,1.9,47.3379076,47
"2362",292418,103.0003161,18.3530761,1.9,123.2533922,123
"2363",292419,52.4367358,40.4144889,10.1,102.9512247,103
"2365",292421,194.1940222,36.5851942,1.9,232.6792164,233
"2366",292422,190.3887996,13.3595452,90,293.7483448,294
"2367",292423,147.8571041,65.1065993,90,302.9637034,303
"2369",292437,103.1119489,38.6604014,1.9,143.6723503,144
"2370",292438,64.4401442,13.1398015,1.9,79.4799457,79
"2371",292439,67.7827757,26.7495515,1.9,96.4323272,96
"2374",292447,25.5966994,21.7342629,1.9,49.2309623,49
"2378",292451,61.3191093,17.1737777,1.9,80.392887,80
"2387",292465,59.8406045,13.0003596,1.9,74.7409641,75
"2388",292466,38.4989085,11.9487828,1.9,52.3476913,52
"2389",292467,21.9477075,16.9449983,1.9,40.7927058,41
"2390",292468,30.3463796,8.3970684,1.9,40.643448,41
"2392",292470,69.9115014,63.3902367,1.9,135.2017381,135
"2393",292471,165.3886473,83.1210325,1.9,250.4096798,250
"2394",292472,117.5225311,36.3580391,26.1,179.9805702,180
"2403",292487,60.0154441,18.2604644,1.9,80.1759085,80
"2405",292490,114.3695098,43.8365661,1.9,160.1060759,160
"2409",292494,134.1849496,46.9460379,57.6,238.7309875,239
"2410",292495,77.2514663,37.9458738,1.9,117.0973401,117
"2411",292496,70.4065209,39.3516216,1.9,111.6581425,112
"2412",292497,70.7603099,34.7235322,1.9,107.3838421,107
"2413",292498,75.9384585,42.5656613,1.9,120.4041198,120
"2415",292500,102.9512065,20.9640736,1.9,125.8152801,126
"2416",292503,123.0699262,42.8994474,1.9,167.8693736,168
"2417",292504,47.4919051,16.1353548,1.9,65.5272599,66
"2420",292508,310.4663622,96.0327437,1.9,408.3991059,408
"2424",292525,50.9782895,13.9122689,90,154.8905584,155
"2425",292598,43.6780266,11.0628913,1.9,56.6409179,57
"2426",292600,44.5650186,36.8945526,1.9,83.3595712,83
"2431",292647,101.571288,40.8221502,1.9,144.2934382,144
"2432",292648,76.8003225,20.5810813,1.9,99.2814038,99
"2433",292649,81.7980628,36.4320730000001,1.9,120.1301358,120
"2434",292651,157.4658309,50.5034087,1.9,209.8692396,210
"2435",292653,107.1898191,12.7757646,1.9,121.8655837,122
"2437",292655,71.6280368,15.8765402,1.9,89.404577,89
"2438",292656,69.6003907,11.9768388,1.9,83.4772295,83
"2439",292657,96.3349606,34.4778724,1.9,132.712833,133
"2442",292660,71.2178245,12.1319559999999,1.9,85.2497804999999,85
"2444",292662,56.1173771,10.065386,1.9,68.0827631,68
"2448",292668,24.1096639,109.1233106,1.9,135.1329745,135
"2449",292669,142.0289331,14.14233,1.9,158.0712631,158
"2451",292674,71.5593345,20.1937481,1.9,93.6530826,94
"2452",292675,141.3705903,27.8631556,1.9,171.1337459,171
"2453",292677,87.3622863,46.9418257,1.9,136.204112,136
"2456",292680,55.2894099,34.6976675,1.9,91.8870774,92
"2458",292683,45.9782282,12.8868036,1.9,60.7650318,61
"2459",292684,104.1550743,68.11896,1.9,174.1740343,174
"2462",292691,219.2233417,15.7223327,1.9,236.8456744,237
"2469",292699,72.8305499,27.6982973,74.3,174.8288472,175
"2470",292700,24.6963367,82.1194308,1.9,108.7157675,109
"2471",292706,127.5185997,66.3186601,1.9,195.7372598,196
"2472",292709,66.4369903,15.6453218,1.9,83.9823121,84
"2473",292712,168.7774969,12.0958446,59,239.8733415,240
"2474",292716,50.1779163,17.6241427,1.9,69.702059,70
"2475",292721,90.6922101,41.8179766,77.8,210.3101867,210
"2478",292726,182.770233,15.0577536,67.6,265.4279866,265
"2481",292729,29.882127,9.5697635,1.9,41.3518905,41
"2482",292730,30.8336583,8.7573618,1.9,41.4910201,41
"2483",292732,89.0030355,19.7906282,1.9,110.6936637,111
"2484",292733,251.9406805,30.5594012,1.9,284.4000817,284
"2487",292739,127.2181551,41.4107791,1.9,170.5289342,171
"2488",292740,86.3218743,40.8458497,1.9,129.067724,129
"2492",292745,156.8741152,14.4766064,1.9,173.2507216,173
"2493",292749,138.9852933,119.4614924,35.376258024,293.823043724,294
"2494",292750,65.9884707,38.467817,1.9,106.3562877,106
"2495",292752,76.5620268,41.9977002,1.9,120.459727,120
"2501",292767,86.0114588,36.9642183999999,19.5,142.4756772,142
"2504",292774,64.4937504,22.2239614,42.6,129.3177118,129
"2506",292781,91.8197094,85.7325430999999,23.5,201.0522525,201
"2512",292793,56.6063443,48.1910008,1.9,106.6973451,107
"2513",292795,264.4603927,137.3930539,1.9,403.7534466,404
"2515",292798,117.384311,30.3677518,1.9,149.6520628,150
"2516",292799,27.4398986,139.7596894,1.9,169.099588,169
"2521",292811,94.0406769,19.8119499,1.9,115.7526268,116
"2524",292821,50.301787,12.3947624,1.9,64.5965494,65
"2525",292823,109.6335288,17.8917488,1.9,129.4252776,129
"2528",292827,108.7428344,18.7261174,1.9,129.3689518,129
"2530",292831,15.4806005,27.2514233,1.9,44.6320238,45
"2531",292835,31.5099884,8.2138522,1.9,41.6238406,42
"2532",292836,21.6329002,71.6378088,90,183.270709,183
"2533",292838,60.3194489,16.31217,1.9,78.5316189,79
"2534",292842,60.2915651,11.9969325,34.5,106.7884976,107
"2544",292858,129.9839346,44.0645593,1.9,175.9484939,176
"2548",292870,81.4224003,18.4410996,90,189.8634999,190
"2551",292883,80.8485053,63.1481921,1.9,145.8966974,146
"2553",292890,143.6193644,83.0814206,1.9,228.600785,229
"2557",292898,69.4260975,40.7593267,1.9,112.0854242,112
"2560",292903,84.307473,14.58345,1.9,100.790923,101
"2561",292904,77.4147179,18.6729716,1.9,97.9876895,98
"2562",292907,25.5998266,18.0378352,1.9,45.5376618,46
"2564",292913,41.7319556,17.8055552,1.9,61.4375108,61
"2565",292914,45.4899635,12.2561053,1.9,59.6460688,60
"2566",292915,78.7410036,40.2439823,1.9,120.8849859,121
"2567",292917,72.3043397,38.4710253,15.3,126.075365,126
"2568",292918,56.8445352,25.4111679,1.9,84.1557031,84
"2569",292920,122.1289697,70.5035175,24.3,216.9324872,217
"2570",292921,52.4488238,13.3714287,1.9,67.7202525,68
"2571",292923,107.4634113,59.3851915,23,189.8486028,190
"2572",292925,106.4554908,11.9929583,8.6,127.0484491,127
"2573",292927,155.0468665,13.0214498,38.3,206.3683163,206
"2580",292940,93.0280636,15.8763517,1.9,110.8044153,111
"2581",292941,95.4359178,29.8118062000001,1.9,127.147724,127
"2582",292942,45.2039671,18.7465278,1.9,65.8504949,66
"2584",292950,78.918207,43.2612511,1.9,124.0794581,124
"2588",292956,71.5446832,33.5679822,1.9,107.0126654,107
"2591",292959,142.7791268,49.8403561,1.9,194.5194829,195
"2595",292964,49.8654169,21.658342,35.1,106.6237589,107
"2598",292970,110.5851764,33.52334,1.9,146.0085164,146
"2600",292975,100.5352852,75.5777336,1.9,178.0130188,178
"2601",292976,93.4531447,24.6495173,90,208.102662,208
"2604",292981,31.8344704,93.1943587,90,215.0288291,215
"2608",292988,61.997564,25.1224361,1.9,89.0200001,89
"2609",292989,52.5457777,18.0545172,1.9,72.5002949,73
"2610",292990,88.014751,51.0985549,1.9,141.0133059,141
"2612",292993,142.2902532,22.6113284,1.9,166.8015816,167
"2614",292998,172.6511955,31.0884791,90,293.7396746,294
"2615",292999,17.8485598,11.4694684,1.9,31.2180282,31
"2618",293007,172.4142793,35.036985,90,297.4512643,297
"2621",293016,305.69916,53.0887836,90,448.7879436,449
"2626",293035,182.4060787,40.495553,1.9,224.8016317,225
"2631",293043,97.1660739,63.5525802999999,1.9,162.6186542,163
"2634",293047,63.1822259,80.3078379999999,76.2016587840001,219.691722684,220
"2635",293049,153.7163293,18.9511067,1.9,174.567436,175
"2636",293050,90.2213159,47.9579563,1.9,140.0792722,140
"2637",293051,286.8425081,14.035754,1.9,302.7782621,303
"2638",293052,59.6911735,34.3511202,1.9,95.9422937,96
"2639",293053,58.6520917,19.7616128,1.9,80.3137045,80
"2640",293054,179.7795612,15.1253962,1.9,196.8049574,197
"2641",293058,19.6783116,39.7630012,1.9,61.3413128,61
"2644",293063,75.7103663,34.9204167,1.9,112.530783,113
"2645",293065,99.1453498,28.937489,1.9,129.9828388,130
"2646",293066,47.7498925,24.7022557,1.9,74.3521482,74
"2647",293067,78.8149409,57.5624273999999,1.9,138.2773683,138
"2649",293082,119.8904235,12.816448,70.6,203.3068715,203
"2650",293083,76.5534339,104.9637631,90,271.517197,272
"2651",293084,37.983889,15.0943575,1.9,54.9782465,55
"2652",293085,111.8348687,96.2746592,90,298.1095279,298
"2653",293086,53.0145712,66.0486406,1.9,120.9632118,121
"2656",293090,126.6530996,95.8682453,1.9,224.4213449,224
"2657",293094,90.7511878,25.096998,41.3,157.1481858,157
"2662",293101,79.5891365,14.6137235,1.9,96.10286,96
"2664",293103,47.6930647,19.5196024,1.9,69.1126671,69
"2665",293106,162.6046932,16.2141843,1.9,180.7188775,181
"2667",293110,58.2388376,11.6775383,1.9,71.8163759,72
"2671",293117,106.6383649,35.7707120999999,1.9,144.309077,144
"2676",293122,48.5821285,12.5033153,1.9,62.9854438,63
"2680",293130,40.5517357,11.0794559,1.9,53.5311916,54
"2684",293135,216.0653181,14.3122721,54.2,284.5775902,285
"2687",293139,123.7717477,120.3236057,1.9,245.9953534,246
"2689",293142,157.0928175,13.9232484,90,261.0160659,261
"2691",293144,144.978073,13.813262,1.9,160.691335,161
"2692",293148,143.1420893,53.5063946,1.9,198.5484839,199
"2693",293151,18.1809545,22.2195612,1.9,42.3005157,42
"2696",293156,170.589705,15.8128525,90,276.4025575,276
"2698",293159,67.1211214,13.1407446,1.9,82.161866,82
"2700",293161,21.6445229,43.2675945999999,1.9,66.8121174999999,67
"2702",293163,109.3176064,16.0064533,1.9,127.2240597,127
"2703",293165,81.4114356,12.6966287,10,104.1080643,104
"2705",293167,58.5364164,18.592649,1.9,79.0290654,79
"2706",293168,126.892246,12.8324519,1.9,141.6246979,142
"2709",293174,33.3188539,82.0467703,1.9,117.2656242,117
"2710",293175,65.0705807,18.9233928,90,173.9939735,174
"2711",293176,15.4859007,14.7046345,1.9,32.0905352,32
"2712",293180,85.2669752,11.7445125,1.9,98.9114877,99
"2714",293185,113.5169582,42.8302342,1.9,158.2471924,158
"2715",293186,110.479548,13.0188544,1.9,125.3984024,125
"2718",293191,64.2049609,16.2892596,1.9,82.3942205,82
"2719",293193,70.61758,166.0243818,1.9,238.5419618,239
"2720",293194,78.9048622,43.8578307,1.9,124.6626929,125
"2721",293195,231.3977709,86.6983894,1.9,319.9961603,320
"2722",293196,34.7304136,10.5366036,1.9,47.1670172,47
"2723",293197,77.4333209,39.4988359,1.9,118.8321568,119
"2724",293198,88.3477849,21.4264374,1.9,111.6742223,112
"2725",293199,37.6332825,10.3332263,1.9,49.8665088,50
"2726",293200,176.6369283,34.3896092,1.9,212.9265375,213
"2728",293203,178.7949005,44.7912295,59.8,283.38613,283
"2730",293208,179.3136445,14.5795275,1.9,195.793172,196
"2735",293217,178.9519655,16.373829,50.4,245.7257945,246
"2739",293221,50.7131326,14.5677643,1.9,67.1808969,67
"2740",293222,112.8585445,22.8514804,1.9,137.6100249,138
"2742",293225,79.9067503,21.8561614,1.9,103.6629117,104
"2743",293226,280.1756031,82.9629858,1.9,365.0385889,365
"2745",293229,21.9962057,15.729369,1.9,39.6255747,40
"2746",293230,80.4688816,111.5757817,1.9,193.9446633,194
"2748",293233,27.8521881,9.4130585,1.9,39.1652466,39
"2749",293234,77.1837659,67.8093919,90,234.9931578,235
"2750",293235,44.0505442,19.7162748,1.9,65.666819,66
"2751",293237,61.6667302,38.7556158,1.9,102.322346,102
"2752",293238,31.4030097,83.5139135,1.9,116.8169232,117
"2755",293242,251.5144721,40.9012309,1.9,294.315703,294
"2756",293244,40.9463635,19.8990476,22.4,83.2454111,83
"2758",293246,82.44467,21.7915002,84.4,188.6361702,189
"2760",293248,193.7338123,13.6421021,46,253.3759144,253
"2763",293251,226.3680794,171.036266,1.9,399.3043454,399
"2765",293254,129.2151808,44.7179917000001,78.2,252.1331725,252
"2772",293262,31.4484158,18.1311606,1.9,51.4795764,51
"2774",293264,31.4709605,14.9034479,1.9,48.2744084,48
"2775",293265,25.526905,41.7667939,1.9,69.1936989,69
"2776",293266,78.8686865,42.6953626,1.9,123.4640491,123
"2777",293267,127.7880322,11.937498,31.3,171.0255302,171
"2778",293269,109.7748344,63.0537477,1.9,174.7285821,175
"2781",293273,102.3089576,74.8834462,90,267.1924038,267
"2783",293275,38.2043308,9.1800509,1.9,49.2843817,49
"2784",293276,36.0701926,10.5141245,1.9,48.4843171,48
"2786",293279,87.5269429,48.4673994,1.9,137.8943423,138
"2788",293284,71.5605697,60.7476805999995,1.9,134.2082503,134
"2789",293285,36.5648621,18.1601979,1.9,56.62506,57
"2790",293286,170.4861355,33.7578291,88.243364487,292.487329087,292
"2792",293290,104.3508973,12.7046617999999,15.2,132.2555591,132
"2801",293446,229.104592,14.1795604,1.9,245.1841524,245
"2802",293447,83.1144187,84.6664466,1.9,169.6808653,170
"2803",293448,112.351813,31.9809387,1.9,146.2327517,146
"2804",293449,69.7205333,37.7562893,1.9,109.3768226,109
"2805",293450,43.219067,9.0946461,1.9,54.2137131,54
"2806",293451,113.8952481,12.7474457,1.9,128.5426938,129
"2807",293453,65.3215569,14.2615198,1.9,81.4830767,81
"2808",293454,53.2658946,20.4310402,1.9,75.5969348,76
"2809",293455,4.7337029,11.1442655,1.9,17.7779684,18
"2810",293456,138.1590802,146.8331295,1.9,286.8922097,287
"2812",293458,57.8667627,16.1237275,1.9,75.8904902,76
"2813",293459,42.7986058,10.2065261,1.9,54.9051319,55
"2814",293461,89.9404537,14.9486164,1.9,106.7890701,107
"2818",293468,147.6897043,34.4179414,1.9,184.0076457,184
"2826",293480,81.7380456,47.870077,1.9,131.5081226,132
"2828",293485,68.6377132,88.8280858,1.9,159.365799,159
"2831",293491,143.0622218,72.9578787,1.9,217.9201005,218
"2833",293496,239.1631718,16.0364871,1.9,257.0996589,257
"2834",293497,64.2660005,219.720134,1.9,285.8861345,286
