"","CapturedExperienceId","c1_BootToReadyForCredentials","c2_CredentialsEnteredToDesktop","c3_DesktopToIdle","totaltime","rounded_totaltime"
"6522",301271,84.9233233,29.9025955,1.9,116.7259188,117
"6526",301275,84.2367078,50.9740867,10.7,145.9107945,146
"6527",301276,116.3227677,63.6537492,60.5,240.4765169,240
"6528",301277,93.1355558,24.9082014,15,133.0437572,133
"6535",301284,60.8217082,30.4437746,1.9,93.1654828,93
"6536",301285,106.6997221,69.1042103,90,265.8039324,266
"6537",301286,74.3722221,20.9378353,1.9,97.2100574,97
"6538",301287,104.6736821,46.145467,1.9,152.7191491,153
"6539",301288,60.3440961,22.9420423,1.9,85.1861384,85
"6540",301289,95.9802593,29.0874664,9.9,134.9677257,135
"6541",301290,92.187009,51.1377738,1.9,145.2247828,145
"6542",301291,84.589621,47.0611595,1.9,133.5507805,134
"6543",301292,92.5256484,59.1647738,1.9,153.5904222,154
"6544",301293,59.8600004,36.8734413,1.9,98.6334417,99
"6545",301294,74.3003065,18.6015558,1.9,94.8018623,95
"6546",301295,95.4941646,58.8930617,1.9,156.2872263,156
"6547",301296,93.063312,53.0469714,1.9,148.0102834,148
"6548",301297,95.5957493,53.4226587,1.9,150.918408,151
"6549",301299,95.9690471,57.7141334,1.9,155.5831805,156
"6550",301301,66.196048,26.3750575,10.8,103.3711055,103
"6551",301302,63.5892425,28.0679681,12.2,103.8572106,104
"6552",301303,73.0069279,17.4201214,1.9,92.3270493,92
"6553",301305,83.9609429,51.5567197,1.9,137.4176626,137
"6556",301308,84.3867564,36.3761368,1.9,122.6628932,123
"6557",301309,69.457633,23.4632549,5.1,98.0208879,98
"6560",301312,58.0318185,14.9599634,1.9,74.8917819,75
"6561",301313,113.452186,20.9263945,1.9,136.2785805,136
"6562",301314,117.3215347,48.2576479,1.9,167.4791826,167
"6563",301315,165.9466721,48.4406706,1.9,216.2873427,216
"6564",301316,112.7829762,56.9951848,1.9,171.678161,172
"6565",301317,114.1933701,73.0192665,1.9,189.1126366,189
"6566",301318,114.0198675,49.4310829,1.9,165.3509504,165
"6567",301319,77.784798,17.1114258,6,100.8962238,101
"6568",301320,106.7484158,54.0641236,1.9,162.7125394,163
"6569",301321,86.60554,44.8310979,1,132.4366379,132
"6570",301322,81.4129972,31.9542772,25.9,139.2672744,139
"6571",301323,334.5291297,87.6384474,1.9,424.0675771,424
"6572",301324,58.5354418,29.3104548,30.3,118.1458966,118
"6573",301325,76.910423,44.5112812,3.2,124.6217042,125
"6574",301326,113.6298048,55.6675656,1.9,171.1973704,171
"6575",301327,47.7398617,11.0015308,1.9,60.6413925,61
"6576",301328,81.0352898,19.8013274,1.9,102.7366172,103
"6577",301329,109.4376722,51.3861469,1.9,162.7238191,163
"6578",301330,93.5544062,45.884257,5,144.4386632,144
"6579",301331,78.4692458,17.7880133,1.9,98.1572591,98
"6580",301332,73.2022331,33.3435496,34.2,140.7457827,141
"6581",301333,74.0275564,17.222538,1.9,93.1500944,93
"6582",301334,78.0122112,17.3291795,1.9,97.2413907,97
"6583",301335,85.1510368,43.6905332,6.6,135.44157,135
"6584",301336,80.0008546,18.1617322,1.9,100.0625868,100
"6586",301338,112.9527859,56.5846195,1.9,171.4374054,171
"6593",301345,100.7028405,49.5179872,1.9,152.1208277,152
"6594",301346,61.317537,29.6839052,8.5,99.5014422,100
"6595",301347,69.3931665,14.5364884,9.5,93.4296549,93
"6600",301353,87.7367192,54.7296127,25.9,168.3663319,168
"6601",301354,90.560827,51.4375828,1.9,143.8984098,144
"6602",301355,89.7600151,48.3495408,1.9,140.0095559,140
"6604",301357,100.2768577,53.663684,46.6,200.5405417,201
"6608",301361,83.303781,57.5943192,47.8,188.6981002,189
"6609",301362,90.5244283,47.1410408,3.6,141.2654691,141
"6611",301364,84.855836,17.6783526,1.9,104.4341886,104
"6612",301365,92.5608084,36.1055189,1.9,130.5663273,131
"6613",301366,84.9887492,35.1556239,1.9,122.0443731,122
"6614",301367,59.5825419,22.7945951,1.9,84.277137,84
"6615",301368,98.7496558,46.7369775,1.9,147.3866333,147
"6616",301369,96.5335069,20.3796496,1.9,118.8131565,119
"6617",301370,122.2772322,55.355188,1.9,179.5324202,180
"6618",301371,71.8649264,28.5905483,1.9,102.3554747,102
"6619",301372,91.1461575,46.8046783,1.9,139.8508358,140
"6620",301373,115.9603527,44.3704616,1.9,162.2308143,162
"6621",301374,95.0976008,17.3121679,1.9,114.3097687,114
"6622",301375,104.1016228,55.3610805,1.9,161.3627033,161
"6623",301376,103.5080039,45.1064748,1.9,150.5144787,151
"6624",301377,102.6497887,46.9598234,1.9,151.5096121,152
"6625",301378,102.6417908,52.1734355,1.9,156.7152263,157
"6626",301379,111.8334413,49.7608118,1.9,163.4942531,163
"6627",301380,101.246404,57.237935,1.9,160.384339,160
"6628",301381,101.6029987,50.150043,1.9,153.6530417,154
"6629",301382,97.0088649,52.3519749,1.9,151.2608398,151
"6630",301383,100.3343663,52.8599045,1.9,155.0942708,155
"6631",301384,97.8129216,50.6805974,9.1,157.593519,158
"6632",301385,98.2705906,49.5026264,1.9,149.673217,150
"6633",301386,72.6655353,18.2351481,16.4,107.3006834,107
"6634",301387,91.0474269,48.0077834,1.9,140.9552103,141
"6635",301388,97.6543195,46.0868695,1.9,145.641189,146
"6636",301389,171.1745284,28.5379236,1.9,201.612452,202
"6637",301390,88.55177,45.7546219,1.9,136.2063919,136
"6638",301391,95.8901404,49.5438478,1.9,147.3339882,147
"6639",301392,58.4920985,18.5145034,1.9,78.9066019,79
"6640",301393,55.9005907,21.1663516,1.9,78.9669423,79
"6641",301394,97.1688813,45.0358744,5.6,147.8047557,148
"6642",301395,81.1967046,16.1795834,1.9,99.276288,99
"6643",301396,50.5735561,19.491414,1.9,71.9649701,72
"6644",301397,84.0749353,19.8710061,1.9,105.8459414,106
"6645",301398,94.9959543,45.2479036,1.9,142.1438579,142
"6646",301399,84.2614051,43.6859495,1.9,129.8473546,130
"6647",301400,117.949339,62.0245085,90,269.9738475,270
"6648",301401,74.5046109,13.567504,1.9,89.9721149,90
"6649",301402,61.1886674,18.9139439,1.9,82.0026113,82
"6650",301403,64.3205068,14.2701146,1.9,80.4906214,80
"6651",301404,78.0933984,42.8704787,1.9,122.8638771,123
"6652",301405,47.8256611,17.9021549,1.9,67.627816,68
"6653",301406,132.742379,35.9682063,1.9,170.6105853,171
"6654",301407,64.7897611,19.7550374,1.9,86.4447985,86
"6655",301408,79.8163216,15.413612,2.9,98.1299336,98
"6656",301410,69.380734,20.7897505,1.9,92.0704845,92
"6657",301419,88.3300221,24.2223225,1.9,114.4523446,114
"6658",301420,82.9446029,16.6911122,3.9,103.5357151,104
"6659",301422,104.3336059,46.7226434,6,157.0562493,157
"6660",301431,84.3766765,46.4088913,3.4,134.1855678,134
"6661",301433,94.6463013,30.6668227,1.9,127.213124,127
"6662",301434,74.5505539,25.3779383,1.9,101.8284922,102
"6663",301435,58.3979409,25.3303982,1.9,85.6283391,86
"6664",301436,94.6241071,25.6433892,1.9,122.1674963,122
"6665",301437,96.3137887,30.7348532,1.9,128.9486419,129
"6666",301438,25.9316921,7.85416200000009,1.9,35.6858541000001,36
"6667",301439,95.8453761,53.1338279,1.9,150.879204,151
"6668",301440,70.7906912,13.5739828,1.9,86.264674,86
"6669",301441,54.1988736,15.2146952,1.9,71.3135688,71
"6670",301442,62.2323046,18.7932981,1.9,82.9256027,83
"6671",301443,89.0459712,52.6330113,1.9,143.5789825,144
"6672",301444,78.4271711,13.4107839,1.9,93.737955,94
"6673",301445,74.1188516,17.9940178,1.9,94.0128694,94
"6674",301446,82.763738,16.3559885,1.9,101.0197265,101
"6675",301447,127.0232448,146.9822454,1.9,275.9054902,276
"6677",301449,98.2237485,57.2901993,17.4,172.9139478,173
"6678",301450,82.9490317,17.3392458,1.9,102.1882775,102
"6679",301451,69.7519208,21.891748,1.9,93.5436688,94
"6680",301452,75.2537195,24.3488425,1.9,101.502562,102
"6681",301453,88.1538882,46.4140311,1.9,136.4679193,136
"6682",301454,114.1382019,69.4979735,1.9,185.5361754,186
"6683",301455,68.8119844,12.070697,1.9,82.7826814,83
"6684",301456,66.247322,21.1734996,1.9,89.3208216,89
"6685",301457,67.9894702,28.8799862,1.9,98.7694564,99
"6686",301458,91.7531117,18.499546,1.9,112.1526577,112
"6687",301459,84.7915996,44.7660871,1.9,131.4576867,131
"6688",301460,103.5057876,31.9509757,7.3,142.7567633,143
"6689",301461,57.5065962,15.9416615,1.9,75.3482577,75
"6690",301462,128.4415143,65.9763742,1.9,196.3178885,196
"6691",301463,111.470917,39.9590673,1.9,153.3299843,153
"6692",301465,101.563685,48.8510516,5.6,156.0147366,156
"6693",301466,127.4711346,39.3015434,1.9,168.672678,169
"6694",301467,92.1792567,41.0690204,1.9,135.1482771,135
"6695",301468,75.9510335,19.1269625,1.9,96.977996,97
"6696",301469,91.6535136,50.7107929,1.9,144.2643065,144
"6697",301470,50.6464647,15.4058493,1.9,67.952314,68
"6698",301472,91.3272753,42.900032,7.3,141.5273073,142
"6699",301473,113.8451931,75.8102628,1.9,191.5554559,192
"6700",301474,189.2372586,29.9792948999998,1.9,221.1165535,221
"6701",301475,81.8384144,26.1654221,1.9,109.9038365,110
"6702",301476,75.6772588,15.2844866,22.5,113.4617454,113
"6703",301477,119.4697949,56.4050613,1.9,177.7748562,178
"6704",301478,93.7851445,23.8365986,1.9,119.5217431,120
"6705",301479,78.6718175,51.0359267,1.9,131.6077442,132
"6706",301480,92.9748752,59.310005,1.9,154.1848802,154
"6707",301481,107.4517017,48.9653866,1.9,158.3170883,158
"6708",301482,104.7890117,48.8992006,1.9,155.5882123,156
"6709",301483,115.3282669,32.2103277,23.4,170.9385946,171
"6710",301484,171.1398865,23.0520276,1.9,196.0919141,196
"6711",301485,214.0988889,30.4554531999999,1.9,246.4543421,246
"6712",301486,61.1085298,24.3360217,1.9,87.3445515,87
"6713",301487,81.5199311,22.7347342,1.9,106.1546653,106
"6714",301488,57.3144628,23.1643876,1.9,82.3788504,82
"6715",301489,149.8984899,102.5921177,1.9,254.3906076,254
"6716",301490,139.0836345,93.9079907,1.9,234.8916252,235
"6717",301491,93.3653051,29.5716447,37.7,160.6369498,161
"6719",301493,52.4771376,77.1042871,1.9,131.4814247,131
"6720",301495,63.2917701,13.7657534,9.8,86.8575235,87
"6721",301504,112.2174908,51.8192787,9.2,173.2367695,173
"6722",301517,95.3168413,51.172559,90,236.4894003,236
"6723",301520,58.6250929,20.6314868,20.9,100.1565797,100
"6724",301531,135.9914463,59.2283488,90,285.2197951,285
"6725",301533,98.6908724,47.9233354,46.6,193.2142078,193
"6736",301677,131.1651155,20.1613375,1.9,153.226453,153
"6759",301721,220.6352286,29.5423054,1.9,252.077534,252
"6760",301723,82.4774906,49.7316454,1.9,134.109136,134
"6769",301742,111.9727144,46.2461006,10.4,168.618815,169
"6778",301752,42.2273248,9.6258911,1.9,53.7532159,54
"6798",301792,31.2576586,11.3306812,6,48.5883398,49
"6808",301809,125.8543447,57.8909864,90,273.7453311,274
"6830",301848,42.146894,18.2714018,1.9,62.3182958,62
"6839",301862,87.0699578,17.7108518,1.9,106.6808096,107
"6841",301865,59.263701,12.0210456999999,1.9,73.1847466999999,73
"6845",301870,60.0715318,13.2653219,1.9,75.2368537,75
"6856",301894,44.2806959,9.7137891,8.2,62.194485,62
"6858",301896,143.1984886,105.4354382,90,338.6339268,339
"6860",301901,52.5125266,7.74747589999999,19.4,79.6600025,80
"6874",301929,17.5533103,16.1084175,1.9,35.5617278,36
"6899",301975,56.2897049,11.3427298,1.9,69.5324347,70
"6902",301978,149.7894682,27.013843,1.9,178.7033112,179
"6912",301990,127.8458972,52.580155,90,270.4260522,270
"6916",301995,65.6333322,10.7724075,1.9,78.3057397,78
"6919",302001,142.9913197,30.8816019,1.9,175.7729216,176
"6922",302005,110.251894,28.9318759,1.9,141.0837699,141
"6939",302047,75.5174022,18.5398699999998,1.9,95.9572721999998,96
"6945",302060,35.5454175,12.8140771,1.9,50.2594946,50
"6946",302061,68.5100872,20.2253429,1.9,90.6354301,91
"6962",302081,106.2190934,49.5693642,1.9,157.6884576,158
"6974",302101,103.4705351,48.057946,24.9,176.4284811,176
"6994",302125,27.4733233,94.5514399,1.9,123.9247632,124
"6996",302127,63.0638128,14.0224942,87,164.086307,164
"7000",302138,76.8850966,17.3532232,1.9,96.1383198,96
"7001",302139,35.5346398,8.8891458,1.9,46.3237856,46
"7002",302140,46.4212457,9.5971097,1.9,57.9183554,58
"7011",302158,231.2531476,26.4420867,90,347.6952343,348
"7021",302179,81.2400383,96.1344449,68.6,245.9744832,246
"7034",302198,112.8166913,11.1771382,1.9,125.8938295,126
"7038",302204,133.978559,26.856576,1.9,162.735135,163
"7066",302246,142.372122,69.4964546,1.9,213.7685766,214
"7068",302248,161.5941617,69.8626696,1.9,233.3568313,233
"7069",302249,103.2674469,40.2542292,1.9,145.4216761,145
"7070",302250,132.381766,45.119607,1.9,179.401373,179
"7072",302252,77.374911,35.7029459,1.9,114.9778569,115
"7073",302253,149.3482264,52.4882524,1.9,203.7364788,204
"7074",302254,60.443695,24.8368004,1.9,87.1804954,87
"7075",302255,89.609393,31.2985017,1.9,122.8078947,123
"7077",302257,132.765908,55.5108757,1.9,190.1767837,190
"7078",302258,118.6427608,43.8824898,1.9,164.4252506,164
"7079",302259,110.4887296,41.8292819,1.9,154.2180115,154
"7084",302265,72.3796636,29.1893126,25.7,127.2689762,127
"7085",302266,63.5714911,27.6366115,33.6,124.8081026,125
"7086",302267,66.3044792,19.0401319,15.3,100.6446111,101
"7088",302269,97.5052499,28.2803816,1.9,127.6856315,128
"7089",302271,76.8374611,22.9203968,1.9,101.6578579,102
"7090",302272,224.0135661,133.8371345,1.9,359.7507006,360
"7092",302274,115.3142195,31.6444987,1.9,148.8587182,149
"7093",302275,102.8792154,31.163933,26.2,160.2431484,160
"7101",302284,131.4305403,56.6108246,90,278.0413649,278
"7102",302285,29.7203299,85.6620826,1.9,117.2824125,117
"7103",302286,21.7503511,60.8334543,1.9,84.4838054,84
"7108",302293,56.9959135,58.9468577,1.9,117.8427712,118
"7112",302318,91.9287091,102.117716,15.244069252,209.290494352,209
"7114",302322,87.9191807,56.30724,90,234.2264207,234
"7115",302331,191.088799,19.6254331,60.2,270.9142321,271
"7122",302668,73.2032564,22.3398624,1.9,97.4431188,97
"7136",302692,223.9736103,13.0668207,1.9,238.940431,239
"7142",302698,65.5532659,95.392045,1.9,162.8453109,163
"7145",302702,73.0388297,129.1817634,42.0543868,244.2749799,244
"7146",302703,107.2522139,23.5671524,1.9,132.7193663,133
"7150",302707,51.3022732,18.0141272,1.9,71.2164004,71
"7151",302708,52.7177276,21.0572974,90,163.775025,164
"7164",302740,129.7421383,23.2932448,1.9,154.9353831,155
"7174",302753,41.4907991,14.4266083,1.9,57.8174074,58
"7187",302788,222.0878209,13.0008131,27.4,262.488634,262
"7189",302792,179.1186555,103.7326636,1.9,284.7513191,285
"7191",302796,154.737544,85.9679146,1.9,242.6054586,243
"7192",302798,126.6248697,76.0845443,1.9,204.609414,205
"7204",302817,296.7766356,10.3942581,1.9,309.0708937,309
"7207",302821,56.0029765,54.5249101,1.9,112.4278866,112
"7211",302827,64.2494483,37.5024188,1.9,103.6518671,104
"7216",302839,86.5100419,57.078151,90,233.5881929,234
"7218",302843,37.4422336,8.0888594,4.4,49.931093,50
"7219",302845,43.619685,34.2242178,1.9,79.7439028,80
"7220",302853,158.5098143,106.5470827,90,355.056897,355
"7228",302867,200.2369916,120.0774701,1.9,322.2144617,322
"7232",302872,102.056484,64.9193838,1.9,168.8758678,169
"7240",302902,71.2827147,52.5720237,1.9,125.7547384,126
"7249",302920,26.2369762,23.3015857,1.9,51.4385619,51
"7268",302954,66.95316,21.9067349,1.9,90.7598949,91
"7271",302957,22.1834122,14.386723,1.9,38.4701352,38
"7292",303038,170.0516646,67.1206887,1.9,239.0723533,239
"7293",303040,26.7341849,64.72995,68.5,159.9641349,160
"7305",303073,191.3002736,11.1835698,61.3,263.7838434,264
"7310",303085,108.6006262,36.0669475,1.9,146.5675737,147
"7314",303092,211.86102,27.9244986,75.7,315.4855186,315
"7318",303098,101.7576912,39.2041975,1.9,142.8618887,143
"7329",303120,82.845072,32.7767164,1.9,117.5217884,118
"7347",303148,188.2008488,34.6369583,1.9,224.7378071,225
"7362",303171,122.0752561,30.3321256,90,242.4073817,242
"7369",303179,236.4557541,38.5563533,1.9,276.9121074,277
"7370",303181,79.2850046,15.0383161,41.2,135.5233207,136
"7376",303192,40.3295418,25.7143614,1.9,67.9439032,68
"7392",303240,81.0421683,18.6000421,90,189.6422104,190
"7397",303552,80.926902,43.705259,1.9,126.532161,127
"7398",303553,86.9040943,23.5568602999999,1.9,112.3609546,112
"7400",303556,63.4075758,15.7285653000001,1.9,81.0361411000001,81
"7401",303557,100.2913578,39.938475,1.9,142.1298328,142
"7403",303559,102.6763201,23.5764707,1.9,128.1527908,128
"7404",303561,85.6799099,22.6764875,1.9,110.2563974,110
"7405",303562,100.5444146,42.163094,1.9,144.6075086,145
"7407",303564,61.0090624,20.1842902999999,1.9,83.0933526999999,83
"7409",303567,60.4850927,18.7246026,1.9,81.1096953,81
"7410",303569,59.043724,11.9280736,1.9,72.8717976,73
"7411",303570,59.6614857,16.8114485,1.9,78.3729342,78
"7412",303571,64.9747635,69.2450746,1.9,136.1198381,136
"7413",303572,90.163322,26.3941433,1.9,118.4574653,118
"7415",303574,85.655637,26.7464313,1.9,114.3020683,114
"7417",303576,90.87457,22.2123868,1.9,114.9869568,115
"7418",303577,61.2052286,23.0689687,1.9,86.1741973,86
"7419",303578,88.1189444,20.9434517,1.9,110.9623961,111
"7420",303589,59.1360459,13.7860379,5.2,78.1220838,78
"7421",303592,86.0029898,51.4585852,29.8,167.261575,167
"7422",303598,60.8330168,36.065427,45.4,142.2984438,142
"7423",303619,102.7794475,15.8083305999999,8.9,127.4877781,127
"7427",303667,4.9876765,15.2515881,1.9,22.1392646,22
"7432",303677,86.6658203,15.3832863,1.9,103.9491066,104
"7438",303699,156.8576678,74.2784181,1.9,233.0360859,233
"7446",303715,128.8407284,72.8985763,90,291.7393047,292
"7450",303724,108.007533,51.7932147999998,1.9,161.7007478,162
"7459",303739,68.4223829,15.5219994,1.9,85.8443823,86
"7463",303747,53.7994749,11.3692107,1.9,67.0686856,67
"7465",303751,54.9708999,14.997438,17.9,87.8683379,88
"7470",303758,178.2113625,133.1462891,90,401.3576516,401
"7483",303782,234.0192837,27.5265252,1.9,263.4458089,263
"7484",303783,28.2749983,7.966875,5.6,41.8418733,42
"7491",303794,94.6818147,38.7825662,1.9,135.3643809,135
"7492",303795,57.8912596,14.3761486,1.9,74.1674082,74
"7494",303798,67.8316426,18.7493381,1.9,88.4809807,88
"7495",303799,76.287431,11.8457969,1.9,90.0332279,90
"7496",303800,71.8242165,16.5786395,1.9,90.302856,90
"7498",303803,62.0268262,16.3885368,1.9,80.315363,80
"7499",303804,79.1122627,28.8302434,1.9,109.8425061,110
"7501",303806,25.4520192,131.2162245,1.9,158.5682437,159
"7504",303813,73.885269,25.7994782,1.9,101.5847472,102
"7505",303815,75.1043885,27.9555689,41.4,144.4599574,144
"7506",303816,64.8000374,11.1350465999999,1.9,77.8350839999999,78
"7513",303825,52.9090728,19.3755662,23.8,96.084639,96
"7519",303834,108.2173246,121.8467974,1.9,231.964122,232
"7528",303866,111.1582579,151.0631106,74.537922269,336.759290769,337
"7536",304133,161.942739,21.3937585,1.9,185.2364975,185
"7540",304140,61.5363281,15.4111086,1.9,78.8474367,79
"7541",304141,55.4670465,10.638978,1.9,68.0060245,68
"7542",304146,52.1004753,13.8792566,1.9,67.8797319,68
"7543",304147,41.5900268,10.4429546,1.9,53.9329814,54
"7544",304148,39.3886281,12.7689686,1.9,54.0575967,54
"7545",304150,23.5113769,8.6763932,1.9,34.0877701,34
"7546",304151,186.2520789,14.561704,1.9,202.7137829,203
"7547",304152,24.18254,7.3287016,1.9,33.4112416,33
"7548",304153,92.8242109,13.0310057,1.9,107.7552166,108
"7549",304154,35.2107824,11.6202056,1.9,48.730988,49
"7550",304156,98.4725927,14.2550151,1.9,114.6276078,115
"7551",304159,36.325026,9.1676115,1.9,47.3926375,47
"7555",304165,23.169453,86.792161,1.9,111.861614,112
"7560",304173,74.5351679,14.95458,85.1,174.5897479,175
"7562",304175,81.5260823,23.2560773,1.9,106.6821596,107
"7564",304177,133.3763545,17.5717211,1.9,152.8480756,153
"7565",304178,150.322172,12.7546768,1.9,164.9768488,165
"7566",304179,72.638785,14.4929495,1.9,89.0317345,89
"7567",304180,94.8965332,20.0499377,1.9,116.8464709,117
"7568",304181,98.6348663,17.8523892,1.9,118.3872555,118
"7571",304193,143.9816445,115.395177,90,349.3768215,349
"7573",304200,78.1272438,19.9233878,39.6,137.6506316,138
"7574",304201,44.9042582,44.562121,52.2,141.6663792,142
"7579",304211,11.2517214,8.1786689,1.9,21.3303903,21
"7581",304214,38.6980643,10.3219148,1.9,50.9199791,51
"7582",304222,37.5897784,18.6392948,1.9,58.1290732,58
"7584",304227,87.3953597,14.0801713,1.9,103.375531,103
"7585",304228,51.8852552,17.9184903,1.9,71.7037455,72
"7587",304230,44.9030806,11.126926,1.9,57.9300066,58
"7590",304234,75.4657285,13.9247712,5.1,94.4904997,94
"7591",304236,116.034957,22.5766756,1.9,140.5116326,141
"7592",304237,45.6958352,12.3349856,1.9,59.9308208,60
"7593",304239,43.5714363,45.683949,1.9,91.1553853,91
"7595",304242,59.6505141,26.4803071,1.9,88.0308212,88
"7596",304243,31.7333324,15.5783454,1.9,49.2116778,49
"7601",304266,45.4973882,14.2591143,1.9,61.6565025,62
"7602",304275,85.8292471,46.9749532,1.9,134.7042003,135
"7603",304283,82.1683212,134.1676906,1.9,218.2360118,218
"7606",304297,75.8435659,19.1757648,1.9,96.9193307,97
"7607",304312,76.3031629,50.401246,1.9,128.6044089,129
"7613",304329,103.0844113,16.4770195,1.9,121.4614308,121
"7614",304332,83.2594919,24.3359892,1.9,109.4954811,109
"7623",304348,46.3575153,17.9133284,1.9,66.1708437,66
"7626",304357,81.9542821,18.8826348,1.9,102.7369169,103
"7637",304381,94.7270356,15.5541795,1.9,112.1812151,112
"7638",304382,17.1876697,55.3206907,1.9,74.4083604,74
"7645",304409,38.1970645,10.4934261,1.9,50.5904906,51
"7652",304432,72.1298215,15.5416431,90,177.6714646,178
"7655",304438,65.0249554,18.0650978,39.6,122.6900532,123
"7661",304451,92.5949958,17.9174972,1.9,112.412493,112
"7663",304457,50.9763534,7.78015679999999,1.9,60.6565102,61
"7667",304469,48.2026821,17.842033,48.4,114.4447151,114
"7668",304470,94.7847389,28.7843644,1.9,125.4691033,125
"7672",304474,145.623715,43.4633181,38.5,227.5870331,228
"7681",304490,95.9595354,49.7553845,1.9,147.6149199,148
"7689",304520,16.3585122,24.6971703,1.9,42.9556825,43
"7690",304522,216.1533805,14.6769736,1.9,232.7303541,233
"7706",304547,110.9098447,114.3353153,1.9,227.14516,227
"7707",304548,91.9667842,22.3450768,1.9,116.211861,116
"7708",304550,43.0334219,11.7598839,1.9,56.6933058,57
"7712",304559,99.387644,111.288005,90,300.675649,301
"7716",304566,44.5616111,9.6890297,1.9,56.1506408,56
"7727",304585,81.8234189,14.8121295,1.9,98.5355484,99
"7746",304642,100.8358633,55.961948,1.9,158.6978113,159
"7751",304657,99.184533,20.4572164,1.9,121.5417494,122
"7766",304683,82.8831335,22.3777461,1.9,107.1608796,107
"7769",304689,55.3399273,16.4408543,1.9,73.6807816,74
"7774",304699,80.7075718,12.7250064999996,38.5,131.9325783,132
"7778",304708,30.0600434,6.47966210000004,1.9,38.4397055,38
"7798",304773,16.5270203,15.3157427,1.9,33.742763,34
"7803",304779,108.1991391,94.0197125,1.9,204.1188516,204
"7816",304825,54.4175182,18.3427492,1.9,74.6602674,75
"7819",304828,36.1876599,37.1540879,1.9,75.2417478,75
"7826",304850,118.3892407,17.9697818,89.2,225.5590225,226
"7829",304858,158.2354986,192.0683776,1.9,352.2038762,352
"7831",304868,65.5308657,69.1996544,90,224.7305201,225
"7832",304870,133.4535743,13.8216249,39.5,186.7751992,187
"7835",304875,240.3801536,20.5274534,1.9,262.807607,263
"7836",304876,41.1841099,9.487385,1.9,52.5714949,53
"7843",304891,109.6496614,42.5644541999999,1.9,154.1141156,154
"7854",304921,77.4117922,10.8592801,10.6,98.8710723,99
"7855",304922,61.66732,13.2631149,5.1,80.0304349,80
"7856",304925,90.1808812,10.8588149,10,111.0396961,111
"7861",304939,101.8135432,51.6451392,48,201.4586824,201
"7863",304944,64.3009303,22.1476846,1.9,88.3486149,88
"7864",304946,84.5798822,20.6616045,1.9,107.1414867,107
"7867",304954,39.0907056,11.9518397,1.9,52.9425453,53
"7868",304955,106.7490699,16.4656593,1.9,125.1147292,125
"7869",304957,66.5575111,91.6914534,1.9,160.1489645,160
"7879",304972,33.6877375,13.8892718,1.9,49.4770093,49
"7881",304976,172.5960614,104.6004123,1.9,279.0964737,279
"7882",304977,168.9665796,106.4545593,1.9,277.3211389,277
"7887",304990,63.9744283,28.5023608,90,182.4767891,182
"7888",304996,102.4192555,73.0497767,81.8883279,257.3573601,257
"7893",305005,138.5695454,51.635991,1.9,192.1055364,192
"7897",305011,90.5067403,18.466754,1.9,110.8734943,111
"7913",305083,41.4320766,13.6246446,7.2,62.2567212,62
"7919",305096,85.7016849,98.3176467,1.9,185.9193316,186
"7921",305102,83.5120229,72.6028047,36.2,192.3148276,192
"7922",305107,132.7200189,18.2951136,1.9,152.9151325,153
"7923",305110,62.6064321,15.4368658,90,168.0432979,168
"7931",305142,201.1813667,18.5644857,1.9,221.6458524,222
"7936",305150,53.4122845,15.0731067,1.9,70.3853912,70
"7939",305154,24.9772906,5.5486252,1.9,32.4259158,32
"7941",305158,50.630107,12.5154648,1.9,65.0455718,65
"7949",305177,71.8250738,18.596139,1.9,92.3212128,92
"7950",305178,56.5996453,54.3104568,1.9,112.8101021,113
"7952",305182,86.0432996,83.4265544,1.9,171.369854,171
"7953",305183,334.5558923,64.7050532,1.9,401.1609455,401
"7955",305186,85.4296813,14.5592164,1.9,101.8888977,102
"7958",305192,48.1638455,7.6511736,1.9,57.7150191,58
"7959",305196,96.6988368,22.7116747,1.9,121.3105115,121
"7964",305239,344.6407081,13.133762,1.9,359.6744701,360
"7966",305241,85.3009229,13.7085865,1.9,100.9095094,101
"7970",305249,81.5959095,15.1801029,1.9,98.6760124,99
"7972",305257,97.9264497,35.497045,1.9,135.3234947,135
"7982",305275,136.7876045,12.4936466,1.9,151.1812511,151
"7987",305294,43.0136915,20.0278089,1.9,64.9415004,65
"7993",305312,72.2194142,12.1568584,1.9,86.2762726,86
"7994",305315,117.7286478,40.2354315,1.9,159.8640793,160
"7995",305317,60.7438156,15.7916074,1.9,78.435423,78
"7996",305323,57.7026918,14.9246774,1.9,74.5273692,75
"7997",305325,66.3732673,21.8756369,1.9,90.1489042,90
"8009",305353,255.5338442,39.9911167,1.9,297.4249609,297
"8023",305389,38.9803203,2.6124618,1.9,43.4927821,43
"8030",305412,30.8398271,16.5070701,90,137.3468972,137
"8035",305436,52.5272386,21.1084037999999,1.9,75.5356423999999,76
"8038",305443,57.3014815,15.0351112,1.9,74.2365927,74
"8044",305457,63.7082592,33.0029809,90,186.7112401,187
"8045",305460,98.0685786,15.5178877,55.1,168.6864663,169
"8055",305474,42.2741979,12.6592537,1.9,56.8334516,57
"8056",305480,75.0897818,17.6850235,1.9,94.6748053,95
"8059",305491,53.3472309,17.7209091,1.9,72.96814,73
"8062",305501,334.7263285,55.2840654,1.9,391.9103939,392
